latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,query_start_date,query_day_range,source_product
29.4521,77.02538,330.2,0.53,0.5,2021-10-06,725,N,VIIRS,n,2,298.76,4.6,D,0,2021-10-06,5,VIIRS_SNPP_SP
30.09388,76.85808,335.96,0.53,0.5,2021-10-06,725,N,VIIRS,n,2,299.88,2.75,D,0,2021-10-06,5,VIIRS_SNPP_SP
30.09395,76.86136,335.08,0.53,0.5,2021-10-06,725,N,VIIRS,n,2,300.29,5.73,D,0,2021-10-06,5,VIIRS_SNPP_SP
30.1513,76.79324,333.95,0.53,0.5,2021-10-06,725,N,VIIRS,n,2,300.81,4.55,D,0,2021-10-06,5,VIIRS_SNPP_SP
30.3756,77.01197,330.76,0.51,0.49,2021-10-06,725,N,VIIRS,l,2,301.72,5.06,D,0,2021-10-06,5,VIIRS_SNPP_SP
30.52664,76.2086,335.4,0.56,0.52,2021-10-06,725,N,VIIRS,n,2,298.3,6.94,D,0,2021-10-06,5,VIIRS_SNPP_SP
30.57479,76.15733,335.69,0.56,0.52,2021-10-06,725,N,VIIRS,n,2,299.73,4.61,D,0,2021-10-06,5,VIIRS_SNPP_SP
30.67421,73.69812,333.91,0.39,0.59,2021-10-06,725,N,VIIRS,n,2,299.68,2.72,D,0,2021-10-06,5,VIIRS_SNPP_SP
30.67531,73.69809,339.94,0.39,0.59,2021-10-06,725,N,VIIRS,n,2,300.51,2.84,D,0,2021-10-06,5,VIIRS_SNPP_SP
30.7082,73.57465,346.53,0.39,0.6,2021-10-06,725,N,VIIRS,n,2,298.13,5.32,D,0,2021-10-06,5,VIIRS_SNPP_SP
30.76675,73.81327,337.34,0.38,0.59,2021-10-06,725,N,VIIRS,n,2,298.54,3.03,D,0,2021-10-06,5,VIIRS_SNPP_SP
30.76922,76.21892,340.92,0.55,0.51,2021-10-06,725,N,VIIRS,n,2,302.43,7.69,D,0,2021-10-06,5,VIIRS_SNPP_SP
30.77209,73.76495,331.46,0.38,0.59,2021-10-06,725,N,VIIRS,n,2,296.95,3.66,D,0,2021-10-06,5,VIIRS_SNPP_SP
