latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,query_start_date,query_day_range,source_product
27.67018,77.5133,332.69,0.4,0.37,2021-11-05,802,N,VIIRS,n,2,289.01,2.86,D,0,2021-11-05,5,VIIRS_SNPP_SP
27.67634,77.50808,332.14,0.4,0.37,2021-11-05,802,N,VIIRS,n,2,287.68,2.87,D,0,2021-11-05,5,VIIRS_SNPP_SP
27.68614,77.47359,333.11,0.4,0.37,2021-11-05,802,N,VIIRS,n,2,285.61,2.07,D,0,2021-11-05,5,VIIRS_SNPP_SP
27.77806,77.33422,335.33,0.39,0.37,2021-11-05,802,N,VIIRS,n,2,280.41,4.01,D,0,2021-11-05,5,VIIRS_SNPP_SP
28.90038,77.34022,333.52,0.4,0.37,2021-11-05,803,N,VIIRS,n,2,298.63,10.19,D,0,2021-11-05,5,VIIRS_SNPP_SP
28.92614,76.1207,334.39,0.38,0.36,2021-11-05,803,N,VIIRS,n,2,302.12,3.11,D,0,2021-11-05,5,VIIRS_SNPP_SP
28.95292,77.84566,329.05,0.41,0.37,2021-11-05,803,N,VIIRS,n,2,299.4,2.57,D,0,2021-11-05,5,VIIRS_SNPP_SP
28.97873,75.73052,334.51,0.38,0.36,2021-11-05,803,N,VIIRS,n,2,302.19,2.1,D,0,2021-11-05,5,VIIRS_SNPP_SP
28.99384,76.57929,334.35,0.39,0.36,2021-11-05,803,N,VIIRS,n,2,298.85,2.21,D,0,2021-11-05,5,VIIRS_SNPP_SP
29.00006,76.69271,334.01,0.39,0.36,2021-11-05,803,N,VIIRS,n,2,297.81,2.29,D,0,2021-11-05,5,VIIRS_SNPP_SP
29.0239,76.36566,333.15,0.39,0.36,2021-11-05,803,N,VIIRS,n,2,300.89,3.03,D,0,2021-11-05,5,VIIRS_SNPP_SP
29.02845,76.69968,331.83,0.39,0.36,2021-11-05,803,N,VIIRS,n,2,297.47,1.66,D,0,2021-11-05,5,VIIRS_SNPP_SP
29.03071,77.15784,328.86,0.4,0.37,2021-11-05,803,N,VIIRS,n,2,292.57,1.69,D,0,2021-11-05,5,VIIRS_SNPP_SP
