latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,query_start_date,query_day_range,source_product
28.085,78.46841,334.9,0.39,0.44,2022-11-15,730,N,VIIRS,n,2,297.46,1.49,D,0,2022-11-15,5,VIIRS_SNPP_SP
28.08636,78.46923,337.37,0.39,0.44,2022-11-15,731,N,VIIRS,n,2,297.01,2.91,D,0,2022-11-15,5,VIIRS_SNPP_SP
28.80139,77.859,333.31,0.41,0.45,2022-11-15,731,N,VIIRS,n,2,297.33,2.36,D,0,2022-11-15,5,VIIRS_SNPP_SP
28.80975,77.69586,338.57,0.41,0.45,2022-11-15,731,N,VIIRS,n,2,296.47,3.34,D,0,2022-11-15,5,VIIRS_SNPP_SP
28.85074,76.22022,338.53,0.5,0.49,2022-11-15,731,N,VIIRS,n,2,298.04,3.1,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.0269,77.99964,343.25,0.4,0.44,2022-11-15,731,N,VIIRS,n,2,296.76,5.34,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.0605,76.60289,330.76,0.47,0.48,2022-11-15,731,N,VIIRS,n,2,297.45,2.78,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.23331,77.91795,328.28,0.4,0.44,2022-11-15,731,N,VIIRS,n,2,295.69,1.25,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.2649,76.59781,330.08,0.47,0.48,2022-11-15,731,N,VIIRS,n,2,297.16,3.64,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.26898,76.68158,341.02,0.46,0.47,2022-11-15,731,N,VIIRS,n,2,298.85,3.55,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.36396,76.72517,332.8,0.46,0.47,2022-11-15,731,N,VIIRS,n,2,298.39,3.35,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.36536,76.72623,335.52,0.46,0.47,2022-11-15,731,N,VIIRS,n,2,298.68,3.18,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.43866,76.55732,332.41,0.47,0.47,2022-11-15,731,N,VIIRS,n,2,296.63,2.99,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.43982,76.5587,331.48,0.47,0.47,2022-11-15,731,N,VIIRS,n,2,296.17,1.56,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.4465,76.59525,341.59,0.46,0.47,2022-11-15,731,N,VIIRS,n,2,299.2,3.59,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.4469,76.59181,336.28,0.46,0.47,2022-11-15,731,N,VIIRS,n,2,299.37,2.38,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.45015,77.23441,329.74,0.43,0.46,2022-11-15,731,N,VIIRS,n,2,294.07,3.12,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.51097,74.97901,340.64,0.57,0.52,2022-11-15,731,N,VIIRS,n,2,297.34,6.9,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.52267,75.40903,330.0,0.54,0.51,2022-11-15,731,N,VIIRS,n,2,294.24,3.63,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.54759,74.60372,333.77,0.6,0.53,2022-11-15,731,N,VIIRS,n,2,297.11,4.75,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.5837,75.30935,338.41,0.55,0.51,2022-11-15,731,N,VIIRS,n,2,296.76,5.32,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.58492,75.3149,331.52,0.55,0.51,2022-11-15,731,N,VIIRS,n,2,298.22,5.32,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.5999,74.95119,330.19,0.57,0.52,2022-11-15,731,N,VIIRS,n,2,297.45,3.72,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.62974,75.63141,334.83,0.52,0.5,2022-11-15,731,N,VIIRS,n,2,299.88,4.42,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.63426,75.63013,335.61,0.52,0.5,2022-11-15,731,N,VIIRS,n,2,300.29,6.31,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.67393,75.17394,333.49,0.55,0.51,2022-11-15,731,N,VIIRS,n,2,295.8,3.61,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.68488,75.1742,341.69,0.55,0.51,2022-11-15,731,N,VIIRS,n,2,299.86,12.91,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.68717,76.2356,337.42,0.48,0.48,2022-11-15,731,N,VIIRS,n,2,295.48,2.99,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.68907,75.17561,342.22,0.55,0.51,2022-11-15,731,N,VIIRS,n,2,298.11,14.79,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.69095,75.34109,334.03,0.54,0.51,2022-11-15,731,N,VIIRS,n,2,295.52,6.17,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.69357,75.26373,331.18,0.55,0.51,2022-11-15,731,N,VIIRS,n,2,297.68,9.03,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.69818,75.26241,342.82,0.55,0.51,2022-11-15,731,N,VIIRS,n,2,302.05,9.03,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.69868,75.30952,341.66,0.54,0.51,2022-11-15,731,N,VIIRS,n,2,298.4,10.81,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.71749,75.35108,335.73,0.54,0.51,2022-11-15,731,N,VIIRS,n,2,296.86,3.92,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.75548,75.59323,341.2,0.52,0.5,2022-11-15,731,N,VIIRS,n,2,299.21,8.48,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.7788,75.57241,344.12,0.52,0.5,2022-11-15,731,N,VIIRS,n,2,296.38,11.76,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.77914,75.56951,340.14,0.52,0.5,2022-11-15,731,N,VIIRS,n,2,296.22,5.55,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.78029,75.57485,343.28,0.52,0.5,2022-11-15,731,N,VIIRS,n,2,296.22,5.55,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.82875,75.42689,330.37,0.53,0.5,2022-11-15,731,N,VIIRS,n,2,295.67,2.76,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.89203,75.76342,332.19,0.51,0.49,2022-11-15,731,N,VIIRS,n,2,299.85,3.61,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.90325,75.48476,331.9,0.52,0.5,2022-11-15,731,N,VIIRS,n,2,295.95,1.94,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.91801,75.48625,340.87,0.52,0.5,2022-11-15,731,N,VIIRS,n,2,299.83,15.42,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.92707,75.48368,341.63,0.52,0.5,2022-11-15,731,N,VIIRS,n,2,298.2,10.08,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.95319,75.49329,354.72,0.52,0.5,2022-11-15,731,N,VIIRS,n,2,297.83,14.13,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.97184,75.27764,337.77,0.54,0.51,2022-11-15,731,N,VIIRS,n,2,296.11,3.71,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.98756,75.67429,331.41,0.51,0.49,2022-11-15,731,N,VIIRS,n,2,298.52,2.94,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.98945,74.92902,333.99,0.56,0.52,2022-11-15,731,N,VIIRS,n,2,295.93,5.69,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.99075,74.93476,332.36,0.56,0.52,2022-11-15,731,N,VIIRS,n,2,294.97,6.27,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.9925,77.0964,332.83,0.42,0.46,2022-11-15,731,N,VIIRS,n,2,295.96,2.36,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.99423,75.63908,337.56,0.51,0.5,2022-11-15,731,N,VIIRS,n,2,296.42,4.45,D,0,2022-11-15,5,VIIRS_SNPP_SP
29.99728,76.0019,341.55,0.49,0.48,2022-11-15,731,N,VIIRS,n,2,298.46,3.83,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.00191,74.8515,345.55,0.57,0.52,2022-11-15,731,N,VIIRS,n,2,296.56,12.04,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.00955,74.99633,338.93,0.56,0.51,2022-11-15,731,N,VIIRS,n,2,296.18,6.11,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.01141,75.60899,330.73,0.51,0.5,2022-11-15,731,N,VIIRS,n,2,294.03,10.95,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.01214,75.61167,337.6,0.51,0.5,2022-11-15,731,N,VIIRS,n,2,295.31,2.48,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.0142,74.99499,331.07,0.56,0.51,2022-11-15,731,N,VIIRS,n,2,295.62,3.96,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.01589,75.60772,337.65,0.51,0.5,2022-11-15,731,N,VIIRS,n,2,297.09,10.95,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.01663,75.61038,343.95,0.51,0.5,2022-11-15,731,N,VIIRS,n,2,298.82,24.93,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.03862,75.1261,340.46,0.55,0.51,2022-11-15,731,N,VIIRS,n,2,296.76,4.09,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.0561,74.87004,338.53,0.56,0.52,2022-11-15,731,N,VIIRS,n,2,295.39,8.97,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.05645,74.87259,342.31,0.57,0.52,2022-11-15,731,N,VIIRS,n,2,295.4,6.99,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.06768,75.05788,341.81,0.55,0.51,2022-11-15,731,N,VIIRS,n,2,292.33,13.73,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.08206,75.58334,334.61,0.51,0.5,2022-11-15,731,N,VIIRS,n,2,296.74,5.26,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.11323,75.28689,330.75,0.53,0.5,2022-11-15,731,N,VIIRS,n,2,295.99,2.67,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.15743,75.40092,340.21,0.52,0.5,2022-11-15,731,N,VIIRS,n,2,296.06,7.89,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.21976,75.09454,340.17,0.54,0.51,2022-11-15,731,N,VIIRS,n,2,293.6,3.81,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.22305,75.09694,331.92,0.54,0.51,2022-11-15,731,N,VIIRS,n,2,291.5,4.96,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.22342,75.33316,340.22,0.53,0.5,2022-11-15,731,N,VIIRS,n,2,296.3,7.68,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.23563,75.63127,339.36,0.51,0.49,2022-11-15,731,N,VIIRS,n,2,293.69,6.0,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.23685,75.63334,330.32,0.51,0.49,2022-11-15,731,N,VIIRS,n,2,295.08,2.64,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.24557,74.66814,335.91,0.57,0.52,2022-11-15,731,N,VIIRS,n,2,296.54,4.65,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.2464,74.66869,334.41,0.58,0.52,2022-11-15,731,N,VIIRS,n,2,296.82,3.82,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.26343,75.58152,338.03,0.51,0.49,2022-11-15,731,N,VIIRS,n,2,297.82,10.34,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.26375,74.63757,330.44,0.58,0.52,2022-11-15,731,N,VIIRS,n,2,297.07,3.12,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.26456,75.58674,340.58,0.51,0.49,2022-11-15,731,N,VIIRS,n,2,298.22,10.34,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.28309,75.45272,340.37,0.52,0.5,2022-11-15,731,N,VIIRS,n,2,296.08,4.09,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.28559,75.28945,343.14,0.53,0.5,2022-11-15,731,N,VIIRS,n,2,295.17,8.02,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.30608,75.0072,340.24,0.55,0.51,2022-11-15,731,N,VIIRS,n,2,294.51,7.77,D,0,2022-11-15,5,VIIRS_SNPP_SP
30.3074,75.00567,339.26,0.55,0.51,2022-11-15,731,N,VIIRS,n,2,292.51,3.19,D,0,2022-11-15,5,VIIRS_SNPP_SP
