latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,query_start_date,query_day_range,source_product
27.53795,77.48952,330.03,0.38,0.36,2021-10-31,756,N,VIIRS,l,2,302.88,3.39,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.58061,77.48137,333.74,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,302.56,5.02,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.62922,77.53184,345.63,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,302.63,7.64,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.71189,77.58768,331.64,0.38,0.36,2021-10-31,756,N,VIIRS,l,2,303.74,1.15,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.72333,77.5735,345.73,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,304.0,7.42,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.7731,77.36811,337.84,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,303.8,4.75,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.77599,77.51952,340.32,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,303.71,3.41,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.77902,77.49496,335.53,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,304.9,1.53,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.77929,77.51888,336.03,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,303.5,3.38,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.78181,77.35841,337.23,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,307.5,6.84,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.78571,77.40567,333.47,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,302.96,4.62,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.79161,77.6642,335.48,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,307.02,2.89,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.7922,77.66808,335.57,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,307.04,2.89,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.80302,77.51828,346.22,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,305.4,3.67,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.80403,77.41411,342.87,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,305.67,15.86,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.81769,77.54742,336.69,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,306.53,2.76,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.81998,77.36296,347.44,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,306.71,5.88,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.82208,77.35455,330.72,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,305.15,1.41,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.85508,77.43618,334.56,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,305.42,3.79,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.86679,77.4459,335.57,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,303.55,5.0,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.8678,77.87769,337.42,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,305.7,2.55,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.87663,77.44862,332.57,0.38,0.36,2021-10-31,756,N,VIIRS,l,2,302.98,3.08,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.89283,77.46548,335.67,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,302.53,3.87,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.89347,77.42532,336.43,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,305.53,2.54,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.89677,77.42468,333.94,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,302.45,2.54,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.89733,77.47262,332.15,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,300.97,2.06,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.89793,77.4765,346.95,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,305.49,14.38,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.90458,77.43117,342.52,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,303.74,2.74,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.90665,77.4668,333.66,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,305.18,2.06,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.95503,77.44938,342.63,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,307.92,9.23,D,0,2021-10-31,5,VIIRS_SNPP_SP
27.9822,77.56022,341.65,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,305.18,3.68,D,0,2021-10-31,5,VIIRS_SNPP_SP
28.01588,77.53784,333.73,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,301.71,2.4,D,0,2021-10-31,5,VIIRS_SNPP_SP
28.01673,77.56571,338.71,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,304.95,5.5,D,0,2021-10-31,5,VIIRS_SNPP_SP
28.01919,77.5372,347.08,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,308.95,31.83,D,0,2021-10-31,5,VIIRS_SNPP_SP
28.04341,77.25189,333.58,0.38,0.36,2021-10-31,756,N,VIIRS,l,2,305.55,3.36,D,0,2021-10-31,5,VIIRS_SNPP_SP
28.09579,77.52635,339.93,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,301.93,3.47,D,0,2021-10-31,5,VIIRS_SNPP_SP
28.10721,77.3838,330.56,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,302.61,2.84,D,0,2021-10-31,5,VIIRS_SNPP_SP
28.11501,77.39029,331.16,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,301.53,1.54,D,0,2021-10-31,5,VIIRS_SNPP_SP
28.11653,77.66263,330.95,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,303.65,1.41,D,0,2021-10-31,5,VIIRS_SNPP_SP
28.15214,77.49935,331.46,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,301.56,1.26,D,0,2021-10-31,5,VIIRS_SNPP_SP
28.51365,78.64067,330.19,0.39,0.36,2021-10-31,756,N,VIIRS,n,2,301.77,1.43,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.03224,76.83547,334.58,0.39,0.36,2021-10-31,756,N,VIIRS,n,2,302.69,2.12,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.0915,76.93723,333.07,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,302.77,4.29,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.09211,76.94116,333.88,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,304.19,4.29,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.09678,77.09822,342.83,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,303.16,3.8,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.12965,77.09584,333.68,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,301.06,2.73,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.17304,76.84779,332.92,0.39,0.36,2021-10-31,756,N,VIIRS,n,2,299.81,3.47,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.1734,76.06573,331.98,0.39,0.36,2021-10-31,756,N,VIIRS,n,2,300.65,4.39,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.1813,77.07742,331.42,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,299.73,2.06,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.1863,76.99935,336.67,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,302.76,3.43,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.19082,76.70276,333.88,0.39,0.36,2021-10-31,756,N,VIIRS,n,2,302.72,1.78,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.20158,76.0058,332.87,0.39,0.36,2021-10-31,756,N,VIIRS,n,2,303.1,1.39,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.20592,77.06033,333.84,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,300.77,2.31,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.21289,76.90971,331.83,0.38,0.36,2021-10-31,756,N,VIIRS,n,2,299.86,2.7,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.23333,76.3094,335.0,0.39,0.36,2021-10-31,756,N,VIIRS,n,2,302.61,1.96,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.23865,76.06449,331.49,0.39,0.36,2021-10-31,756,N,VIIRS,n,2,301.29,2.37,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.24898,76.12864,330.97,0.39,0.36,2021-10-31,756,N,VIIRS,n,2,302.55,2.39,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.25867,76.46839,330.56,0.39,0.36,2021-10-31,756,N,VIIRS,l,2,301.03,1.76,D,0,2021-10-31,5,VIIRS_SNPP_SP
29.26257,75.73395,350.69,0.4,0.37,2021-10-31,756,N,VIIRS,n,2,308.28,11.88,D,0,2021-10-31,5,VIIRS_SNPP_SP
