latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,query_start_date,query_day_range,source_product
29.49305,75.82276,334.99,0.72,0.75,2022-10-21,700,N,VIIRS,n,2,296.23,3.48,D,0,2022-10-21,5,VIIRS_SNPP_SP
29.512,76.4678,332.73,0.66,0.73,2022-10-21,700,N,VIIRS,n,2,296.56,6.46,D,0,2022-10-21,5,VIIRS_SNPP_SP
29.6565,75.91248,331.09,0.7,0.75,2022-10-21,700,N,VIIRS,n,2,296.26,6.81,D,0,2022-10-21,5,VIIRS_SNPP_SP
29.68291,76.71656,329.01,0.63,0.72,2022-10-21,700,N,VIIRS,n,2,296.49,2.76,D,0,2022-10-21,5,VIIRS_SNPP_SP
29.723,76.46204,331.29,0.65,0.73,2022-10-21,700,N,VIIRS,n,2,295.31,3.73,D,0,2022-10-21,5,VIIRS_SNPP_SP
29.81797,76.5638,335.6,0.64,0.72,2022-10-21,700,N,VIIRS,n,2,295.52,4.53,D,0,2022-10-21,5,VIIRS_SNPP_SP
29.88227,76.7188,340.04,0.62,0.72,2022-10-21,700,N,VIIRS,n,2,296.43,5.05,D,0,2022-10-21,5,VIIRS_SNPP_SP
29.96772,76.20827,344.95,0.66,0.73,2022-10-21,700,N,VIIRS,n,2,296.19,7.72,D,0,2022-10-21,5,VIIRS_SNPP_SP
29.97046,76.37984,329.75,0.65,0.73,2022-10-21,700,N,VIIRS,n,2,296.31,3.65,D,0,2022-10-21,5,VIIRS_SNPP_SP
30.01275,76.21428,342.61,0.66,0.73,2022-10-21,700,N,VIIRS,n,2,296.82,7.39,D,0,2022-10-21,5,VIIRS_SNPP_SP
30.02101,76.70317,335.62,0.62,0.71,2022-10-21,700,N,VIIRS,n,2,296.15,4.88,D,0,2022-10-21,5,VIIRS_SNPP_SP
30.03001,76.67435,329.31,0.62,0.72,2022-10-21,700,N,VIIRS,n,2,295.54,3.48,D,0,2022-10-21,5,VIIRS_SNPP_SP
30.03053,76.20031,328.47,0.66,0.73,2022-10-21,700,N,VIIRS,n,2,295.4,2.27,D,0,2022-10-21,5,VIIRS_SNPP_SP
30.0331,76.67084,334.77,0.62,0.72,2022-10-21,700,N,VIIRS,n,2,296.11,11.57,D,0,2022-10-21,5,VIIRS_SNPP_SP
30.03467,76.66564,348.41,0.62,0.72,2022-10-21,700,N,VIIRS,n,2,297.65,10.69,D,0,2022-10-21,5,VIIRS_SNPP_SP
30.03774,76.6622,337.68,0.62,0.72,2022-10-21,700,N,VIIRS,n,2,295.05,7.63,D,0,2022-10-21,5,VIIRS_SNPP_SP
30.07197,76.60757,328.62,0.63,0.72,2022-10-21,700,N,VIIRS,n,2,296.58,2.79,D,0,2022-10-21,5,VIIRS_SNPP_SP
30.15348,76.47621,332.9,0.63,0.72,2022-10-21,700,N,VIIRS,n,2,295.65,4.01,D,0,2022-10-21,5,VIIRS_SNPP_SP
30.15994,76.47388,330.95,0.63,0.72,2022-10-21,700,N,VIIRS,n,2,296.28,4.79,D,0,2022-10-21,5,VIIRS_SNPP_SP
