latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,query_start_date,query_day_range,source_product
27.51977,78.42651,341.64,0.39,0.44,2021-10-11,730,N,VIIRS,n,2,304.81,4.03,D,0,2021-10-11,5,VIIRS_SNPP_SP
27.68722,77.68961,342.32,0.43,0.46,2021-10-11,730,N,VIIRS,n,2,308.1,7.97,D,0,2021-10-11,5,VIIRS_SNPP_SP
27.6905,77.68429,339.15,0.43,0.46,2021-10-11,730,N,VIIRS,n,2,306.02,6.36,D,0,2021-10-11,5,VIIRS_SNPP_SP
27.87839,77.44668,333.74,0.44,0.46,2021-10-11,731,N,VIIRS,n,2,301.24,3.06,D,0,2021-10-11,5,VIIRS_SNPP_SP
27.92847,77.49833,331.41,0.43,0.46,2021-10-11,731,N,VIIRS,l,2,305.32,2.25,D,0,2021-10-11,5,VIIRS_SNPP_SP
28.02972,77.54637,331.53,0.43,0.46,2021-10-11,731,N,VIIRS,n,2,304.38,2.75,D,0,2021-10-11,5,VIIRS_SNPP_SP
28.10738,77.43169,333.62,0.43,0.46,2021-10-11,731,N,VIIRS,n,2,303.11,3.73,D,0,2021-10-11,5,VIIRS_SNPP_SP
28.13171,77.35607,341.88,0.44,0.46,2021-10-11,731,N,VIIRS,n,2,304.91,15.38,D,0,2021-10-11,5,VIIRS_SNPP_SP
28.14337,77.52296,341.38,0.43,0.46,2021-10-11,731,N,VIIRS,n,2,304.05,5.07,D,0,2021-10-11,5,VIIRS_SNPP_SP
28.18985,77.55831,341.01,0.43,0.46,2021-10-11,731,N,VIIRS,n,2,303.07,3.18,D,0,2021-10-11,5,VIIRS_SNPP_SP
28.19018,77.56087,346.94,0.43,0.46,2021-10-11,731,N,VIIRS,n,2,303.66,5.75,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.18341,76.98021,337.92,0.44,0.46,2021-10-11,731,N,VIIRS,n,2,302.8,3.41,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.27894,76.89,334.72,0.44,0.46,2021-10-11,731,N,VIIRS,n,2,302.46,2.59,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.32326,76.27666,333.96,0.48,0.48,2021-10-11,731,N,VIIRS,n,2,303.98,2.79,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.42663,76.54922,338.65,0.46,0.47,2021-10-11,731,N,VIIRS,n,2,301.9,4.69,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.46204,76.58891,336.82,0.46,0.47,2021-10-11,731,N,VIIRS,n,2,303.18,2.83,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.4663,76.58775,330.48,0.46,0.47,2021-10-11,731,N,VIIRS,n,2,301.81,2.83,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.47192,77.08265,336.99,0.43,0.46,2021-10-11,731,N,VIIRS,n,2,303.54,2.96,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.48851,77.07825,341.56,0.43,0.46,2021-10-11,731,N,VIIRS,n,2,302.31,2.73,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.50164,76.51897,338.76,0.46,0.47,2021-10-11,731,N,VIIRS,n,2,305.21,6.06,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.50217,77.0377,332.54,0.43,0.46,2021-10-11,731,N,VIIRS,n,2,301.93,3.13,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.50273,76.52026,346.81,0.46,0.47,2021-10-11,731,N,VIIRS,n,2,305.03,5.43,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.51415,76.01816,341.68,0.49,0.49,2021-10-11,731,N,VIIRS,n,2,304.13,10.26,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.51636,76.02046,340.84,0.49,0.49,2021-10-11,731,N,VIIRS,n,2,302.5,7.99,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.52445,74.51783,335.12,0.6,0.53,2021-10-11,731,N,VIIRS,n,2,303.07,3.86,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.52748,74.51905,337.4,0.6,0.53,2021-10-11,731,N,VIIRS,n,2,303.02,7.54,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.52873,76.55764,338.15,0.46,0.47,2021-10-11,731,N,VIIRS,n,2,303.79,3.01,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.54446,76.56812,337.11,0.46,0.47,2021-10-11,731,N,VIIRS,n,2,302.63,3.53,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.55798,75.80765,348.35,0.5,0.49,2021-10-11,731,N,VIIRS,n,2,303.75,12.27,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.56243,75.8064,346.15,0.5,0.49,2021-10-11,731,N,VIIRS,n,2,300.99,9.86,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.56671,77.07346,331.72,0.43,0.46,2021-10-11,731,N,VIIRS,n,2,302.08,1.09,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.58083,76.94941,339.48,0.43,0.46,2021-10-11,731,N,VIIRS,n,2,301.88,2.45,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.5815,77.06035,330.2,0.43,0.46,2021-10-11,731,N,VIIRS,l,2,302.57,7.6,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.58238,77.0647,343.05,0.43,0.46,2021-10-11,731,N,VIIRS,n,2,304.12,7.6,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.58741,77.06796,354.25,0.43,0.46,2021-10-11,731,N,VIIRS,n,2,304.76,8.23,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.60591,74.44836,331.1,0.6,0.53,2021-10-11,731,N,VIIRS,n,2,300.39,3.68,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.60778,76.89183,338.45,0.44,0.46,2021-10-11,731,N,VIIRS,n,2,302.65,8.91,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.6087,76.89628,339.52,0.44,0.46,2021-10-11,731,N,VIIRS,n,2,300.32,8.73,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.60941,74.45214,330.31,0.6,0.53,2021-10-11,731,N,VIIRS,n,2,299.48,7.43,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.61347,74.41333,333.31,0.6,0.53,2021-10-11,731,N,VIIRS,n,2,300.61,3.43,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.61537,74.41109,331.59,0.6,0.53,2021-10-11,731,N,VIIRS,n,2,301.6,4.32,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.62128,76.63517,332.35,0.45,0.47,2021-10-11,731,N,VIIRS,n,2,301.56,2.53,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.62653,77.00323,337.09,0.43,0.46,2021-10-11,731,N,VIIRS,n,2,302.04,2.23,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.64575,76.6673,341.3,0.45,0.47,2021-10-11,731,N,VIIRS,n,2,303.42,5.19,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.64668,76.67188,330.52,0.45,0.47,2021-10-11,731,N,VIIRS,n,2,301.91,5.19,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.6487,76.66799,349.38,0.45,0.47,2021-10-11,731,N,VIIRS,n,2,304.06,11.7,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.65412,76.90288,336.26,0.43,0.46,2021-10-11,731,N,VIIRS,n,2,302.51,2.53,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.6568,75.9329,343.67,0.49,0.49,2021-10-11,731,N,VIIRS,n,2,301.95,8.54,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.65814,74.46391,341.76,0.6,0.53,2021-10-11,731,N,VIIRS,n,2,304.73,5.3,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.67215,75.6959,330.2,0.51,0.49,2021-10-11,731,N,VIIRS,n,2,304.05,4.71,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.67466,76.57849,339.39,0.45,0.47,2021-10-11,731,N,VIIRS,n,2,301.81,3.79,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.67562,76.58311,343.37,0.45,0.47,2021-10-11,731,N,VIIRS,n,2,303.69,6.44,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.67593,76.81828,332.14,0.44,0.46,2021-10-11,731,N,VIIRS,l,2,302.25,5.25,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.67625,76.81688,339.22,0.44,0.46,2021-10-11,731,N,VIIRS,n,2,302.08,2.81,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.68319,77.06633,341.42,0.42,0.46,2021-10-11,731,N,VIIRS,n,2,304.34,4.15,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.70894,76.74293,332.43,0.44,0.46,2021-10-11,731,N,VIIRS,n,2,304.18,2.65,D,0,2021-10-11,5,VIIRS_SNPP_SP
29.75529,76.88164,344.88,0.43,0.46,2021-10-11,731,N,VIIRS,n,2,302.17,4.41,D,0,2021-10-11,5,VIIRS_SNPP_SP
