latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
30.25113,75.08157,338.5,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,301.33,4.31,D,0
30.25116,75.13611,338.12,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,301.89,7.94,D,0
30.25304,76.20489,338.09,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,301.85,3.2,D,0
30.25336,75.65,330.11,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,300.88,1.72,D,0
30.25392,75.62619,342.46,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,309.08,31.75,D,0
30.25463,74.28271,333.26,0.4,0.37,2023-11-05,815,N,VIIRS,n,2,302.45,3.25,D,0
30.25463,74.56506,333.13,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,300.83,2.48,D,0
30.25466,75.91873,335.26,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,304.73,3.93,D,0
30.25515,74.51687,336.37,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,300.95,2.64,D,0
30.25541,75.56144,340.77,0.44,0.39,2023-11-05,815,N,VIIRS,n,2,301.5,3.21,D,0
30.25617,76.38594,341.52,0.48,0.4,2023-11-05,815,N,VIIRS,n,2,305.08,4.74,D,0
30.25622,75.45338,345.39,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,302.19,8.14,D,0
30.25678,75.56432,332.52,0.44,0.39,2023-11-05,815,N,VIIRS,n,2,301.45,2.55,D,0
30.25826,75.91814,330.26,0.46,0.39,2023-11-05,815,N,VIIRS,l,2,302.73,3.93,D,0
30.25918,74.54674,336.19,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,301.32,4.73,D,0
30.25953,76.28915,332.24,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,303.5,0.85,D,0
30.25978,74.57729,334.73,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,301.44,2.29,D,0
30.26001,76.02045,333.35,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,302.95,2.54,D,0
30.26068,74.42874,332.93,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,301.6,3.42,D,0
30.26126,74.43298,332.69,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,300.77,3.42,D,0
30.26148,76.24358,334.15,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,304.03,3.54,D,0
30.26269,75.03429,337.52,0.42,0.38,2023-11-05,815,N,VIIRS,n,2,303.12,5.04,D,0
30.26301,77.0952,331.19,0.52,0.41,2023-11-05,815,N,VIIRS,l,2,301.93,4.06,D,0
30.26334,75.09306,333.15,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,301.38,3.9,D,0
30.26409,74.42813,333.99,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,299.84,3.42,D,0
30.26425,75.84928,330.3,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,301.07,1.63,D,0
30.26448,75.07472,337.84,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,302.85,7.69,D,0
30.26455,75.37745,333.49,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,302.95,5.1,D,0
30.26465,76.17802,336.44,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,306.35,4.4,D,0
30.26489,75.55041,334.41,0.44,0.39,2023-11-05,815,N,VIIRS,n,2,303.54,4.55,D,0
30.26514,76.24299,333.52,0.47,0.4,2023-11-05,815,N,VIIRS,l,2,304.18,2.45,D,0
30.2652,76.21291,344.2,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,304.86,8.51,D,0
30.26525,76.18292,341.1,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,305.46,8.84,D,0
30.26546,75.97547,332.72,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,300.99,4.79,D,0
30.26578,75.67338,342.92,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,302.57,5.85,D,0
30.26607,75.89257,334.7,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,302.37,3.86,D,0
30.26627,76.28303,334.9,0.47,0.4,2023-11-05,815,N,VIIRS,l,2,305.45,6.66,D,0
30.26635,75.25243,336.64,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,303.89,6.82,D,0
30.26654,76.13293,343.51,0.47,0.39,2023-11-05,815,N,VIIRS,n,2,305.95,7.9,D,0
30.26662,75.8103,335,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,303.41,6.44,D,0
30.26667,75.89732,336.57,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,304.15,10.3,D,0
30.26682,75.45158,333.98,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,303.62,9.41,D,0
30.26706,75.67146,338.97,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,303.65,4.1,D,0
30.26714,74.29768,334.26,0.41,0.37,2023-11-05,815,N,VIIRS,l,2,304.73,10.47,D,0
30.26746,75.40019,335.18,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,302.35,7.44,D,0
30.26783,75.81974,339.27,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,311.42,34.03,D,0
30.26786,75.99465,340.64,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,303.71,5.98,D,0
30.2683,76.17743,335.55,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,303.69,4.4,D,0
30.26919,74.23702,339.15,0.4,0.37,2023-11-05,815,N,VIIRS,n,2,301.73,3.97,D,0
30.26961,75.55903,332.94,0.44,0.39,2023-11-05,815,N,VIIRS,l,2,303.16,5.62,D,0
30.26961,75.80499,333.24,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,302.85,7.57,D,0
30.26967,75.89198,335.44,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,302.85,3.86,D,0
30.26982,75.39049,336.02,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,303.46,2.45,D,0
30.27018,76.13233,335.28,0.47,0.39,2023-11-05,815,N,VIIRS,n,2,304.76,7.9,D,0
30.27021,75.80971,335.33,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,303.64,10.23,D,0
30.2705,75.68211,333.24,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,302.05,2.96,D,0
30.27067,75.69942,333.64,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,303.24,8.76,D,0
30.27074,76.16705,344.17,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,306.78,14.32,D,0
30.27091,74.42689,332.97,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,301.9,9.24,D,0
30.27102,75.34389,342.43,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,309.38,25.8,D,0
30.27123,75.62968,336.22,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,301.59,6.32,D,0
30.27194,76.17683,334.98,0.47,0.4,2023-11-05,815,N,VIIRS,l,2,308.27,17.42,D,0
30.27199,75.79498,333.7,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,302.27,2.48,D,0
30.27216,75.18723,332.8,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,301.1,3.98,D,0
30.27225,75.69612,345.44,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,301.95,9.42,D,0
30.27243,75.68484,344.74,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,304.77,8.16,D,0
30.27258,75.05518,345.18,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,304.38,7.94,D,0
30.27374,75.56304,333.51,0.44,0.39,2023-11-05,815,N,VIIRS,n,2,301.41,4.36,D,0
30.27392,74.50038,339.89,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,306.18,21.62,D,0
30.27399,75.71014,344.73,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,302.84,4.75,D,0
30.27407,75.68151,333.07,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,300.62,1.84,D,0
30.27509,75.93484,334.35,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,304.57,3.39,D,0
30.2751,75.96412,333.42,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,302.99,2.74,D,0
30.27529,74.64043,346.73,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,303.2,9.13,D,0
30.27558,75.79438,339.32,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,306.16,15.92,D,0
30.27568,76.05724,337.19,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,305.3,3.18,D,0
30.27571,75.35235,337.75,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,304.33,12.05,D,0
30.27605,75.71284,333.09,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,300.52,4.2,D,0
30.27612,75.55322,333.9,0.44,0.39,2023-11-05,815,N,VIIRS,n,2,301.58,6.29,D,0
30.27691,76.00787,335.49,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,303.97,3.4,D,0
30.2775,76.04216,340.07,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,304.34,8.69,D,0
30.27768,76.37741,348.91,0.48,0.4,2023-11-05,815,N,VIIRS,n,2,305.27,15.07,D,0
30.27798,75.48243,333.52,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,300.56,3.04,D,0
30.2781,76.07658,333.5,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,301.54,2.78,D,0
30.27829,75.657,333.93,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,302.8,4.61,D,0
30.27923,75.29628,336.95,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,303.36,3.37,D,0
30.27931,76.05666,347.59,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,303.14,11.57,D,0
30.27989,76.12083,331.45,0.47,0.39,2023-11-05,815,N,VIIRS,l,2,303.01,3.18,D,0
30.27991,76.06148,342.57,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,302.45,10.35,D,0
30.28011,76.58785,334.26,0.49,0.4,2023-11-05,815,N,VIIRS,n,2,303.33,2.61,D,0
30.2811,76.13056,334.24,0.47,0.39,2023-11-05,815,N,VIIRS,n,2,303.11,5.29,D,0
30.28157,75.39778,333.21,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,303.19,6.58,D,0
30.28162,75.84158,348.5,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,309.31,16.5,D,0
30.28273,74.64351,346.52,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,308.52,26.89,D,0
30.28274,75.29566,338.86,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,302.28,4.15,D,0
30.28323,74.59505,335.07,0.41,0.37,2023-11-05,815,N,VIIRS,l,2,305.56,11.8,D,0
30.28339,74.41595,337.59,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,303.99,6.47,D,0
30.28344,74.26455,340.89,0.4,0.37,2023-11-05,815,N,VIIRS,n,2,300.6,7.35,D,0
30.28366,75.08499,343.63,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,311.02,37.6,D,0
30.28386,75.50018,333.31,0.44,0.38,2023-11-05,815,N,VIIRS,l,2,303.34,2.83,D,0
30.28439,75.82365,336.98,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,304.99,9.52,D,0
30.28498,75.82838,333.05,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,301.44,7.17,D,0
30.28536,76.07539,337.4,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,303.45,10.11,D,0
30.28588,75.90385,342.26,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,302.46,3.61,D,0
30.28588,76.64201,333.23,0.49,0.4,2023-11-05,815,N,VIIRS,n,2,301.89,3.52,D,0
30.28608,74.59014,331.62,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,301.15,11.8,D,0
30.28613,76.63905,333.76,0.49,0.4,2023-11-05,815,N,VIIRS,n,2,302.58,3.35,D,0
30.28665,74.59443,334.78,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,300.65,11.8,D,0
30.2868,74.41534,342.04,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,300.28,10.6,D,0
30.28699,75.8262,345.65,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,305.53,14.73,D,0
30.28712,73.9618,340.08,0.4,0.37,2023-11-05,815,N,VIIRS,n,2,303.24,3.55,D,0
30.28777,76.03557,332.18,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,304.94,2.79,D,0
30.28858,75.50877,330.82,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,302.54,3.1,D,0
30.28883,76.31472,334.21,0.48,0.4,2023-11-05,815,N,VIIRS,n,2,305.38,5.23,D,0
30.28899,76.07481,350.03,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,303.88,42.18,D,0
30.28949,75.90327,337.78,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,301.54,3.85,D,0
30.28955,75.96174,335.07,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,300.96,2.48,D,0
30.29018,76.17387,335.57,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,306.01,4.3,D,0
30.29123,75.85933,345.64,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,303.53,9.16,D,0
30.29137,74.42321,337.58,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,301.15,2.82,D,0
30.29179,75.73586,336.27,0.45,0.39,2023-11-05,815,N,VIIRS,l,2,309.99,44.55,D,0
30.29197,75.9809,330.94,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,300.1,1.75,D,0
30.29202,76.12878,333.06,0.47,0.39,2023-11-05,815,N,VIIRS,n,2,302.41,2.7,D,0
30.29214,75.36809,330.95,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,301.89,2.36,D,0
30.2925,76.31413,335.46,0.48,0.4,2023-11-05,815,N,VIIRS,n,2,304.91,5.23,D,0
30.29266,75.86096,335.07,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,299.98,11.26,D,0
30.2928,73.97773,348.81,0.4,0.37,2023-11-05,815,N,VIIRS,n,2,308.17,14.83,D,0
30.29326,74.48818,330.91,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,303.67,1.5,D,0
30.29333,74.51438,344.89,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,305.06,12.02,D,0
30.29375,76.29372,337.08,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,302.53,7.33,D,0
30.29381,76.02474,336.95,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,305.63,6.81,D,0
30.2942,75.72588,333.17,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,301.3,2.3,D,0
30.2944,76.23824,334.18,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,303.89,8.27,D,0
30.29445,75.30289,333.82,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,302.26,4.09,D,0
30.29445,76.11845,332.92,0.47,0.39,2023-11-05,815,N,VIIRS,n,2,302.3,2.74,D,0
30.29557,76.30858,335.59,0.48,0.4,2023-11-05,815,N,VIIRS,n,2,302.28,3.28,D,0
30.29617,73.97711,341.55,0.4,0.37,2023-11-05,815,N,VIIRS,n,2,301.17,14.83,D,0
30.29618,74.17773,332.72,0.4,0.37,2023-11-05,815,N,VIIRS,n,2,300.69,3.49,D,0
30.29687,76.19778,333.63,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,304.97,3.58,D,0
30.298,75.55424,345.18,0.44,0.39,2023-11-05,815,N,VIIRS,n,2,304.77,7.39,D,0
30.29846,75.67265,335.18,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,301.83,3.51,D,0
30.29881,76.74751,336.14,0.5,0.41,2023-11-05,815,N,VIIRS,n,2,301.41,2.54,D,0
30.29905,75.67731,333.18,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,301.29,3.51,D,0
30.29913,75.92113,330.18,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,301.44,1.63,D,0
30.29913,76.75031,334.55,0.5,0.41,2023-11-05,815,N,VIIRS,n,2,302.14,1.17,D,0
30.29964,75.68198,333.84,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,301.5,3.19,D,0
30.29977,75.95517,346.74,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,299.34,6.67,D,0
30.30024,74.53938,342.5,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,302.52,11.95,D,0
30.3003,74.56565,344.61,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,302.33,4.22,D,0
30.30106,76.02356,345.93,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,307.65,16.45,D,0
30.30153,75.58195,334.74,0.44,0.39,2023-11-05,815,N,VIIRS,l,2,305.14,6.24,D,0
30.30155,75.55363,341.89,0.44,0.39,2023-11-05,815,N,VIIRS,n,2,302.1,4.64,D,0
30.30156,75.52537,338.07,0.44,0.39,2023-11-05,815,N,VIIRS,n,2,303.5,9.62,D,0
30.30228,75.84967,347.09,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,305.77,6.66,D,0
30.30321,75.68138,338.91,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,302.69,6.52,D,0
30.30404,75.98872,350.42,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,305.69,12.75,D,0
30.30427,75.98578,332.08,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,300.96,3.01,D,0
30.30456,75.93487,331.85,0.46,0.39,2023-11-05,815,N,VIIRS,l,2,303.5,2.15,D,0
30.30486,75.99058,342.9,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,305.12,12.62,D,0
30.30517,75.93964,330.46,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,302.75,3.29,D,0
30.30564,75.93665,336.68,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,305.55,3.41,D,0
30.30587,75.84908,337.32,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,302.67,6.66,D,0
30.30597,76.30186,337.84,0.48,0.4,2023-11-05,815,N,VIIRS,n,2,305.36,5.18,D,0
30.3061,75.2548,336.67,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,302.64,2.4,D,0
30.30658,76.30681,334.12,0.48,0.4,2023-11-05,815,N,VIIRS,n,2,303.78,5.51,D,0
30.3074,75.65687,343.3,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,303.81,7.72,D,0
30.30777,75.80527,337.66,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,305.08,24.15,D,0
30.30778,76.10638,344.42,0.47,0.39,2023-11-05,815,N,VIIRS,n,2,302.55,4.79,D,0
30.30841,75.7811,345.51,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,303.7,5.5,D,0
30.30868,74.4985,332.93,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,305.14,3.04,D,0
30.30924,75.93605,332.97,0.46,0.39,2023-11-05,815,N,VIIRS,l,2,303.17,3.41,D,0
30.30938,75.14426,341.82,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,302.68,4.73,D,0
30.30956,76.70885,335.84,0.5,0.41,2023-11-05,815,N,VIIRS,n,2,305.97,5.45,D,0
30.3098,75.14523,335.89,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,303.73,8.13,D,0
30.31096,75.65627,340.71,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,302.04,7.72,D,0
30.31154,75.37873,346.3,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,305.47,10.15,D,0
30.31182,74.59872,332.59,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,300.9,1.15,D,0
30.31199,75.78049,340.29,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,302.32,5.5,D,0
30.31202,76.41269,347.14,0.48,0.4,2023-11-05,815,N,VIIRS,n,2,304.09,13.38,D,0
30.31268,75.16757,337.25,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,304.65,6.26,D,0
30.31294,75.17105,332.97,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,300.87,3.81,D,0
30.3133,76.21012,333.17,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,303.93,2.32,D,0
30.3138,76.06582,332.89,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,303.39,2.59,D,0
30.31391,75.39693,338.7,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,301.66,4.71,D,0
30.31398,75.01275,341.58,0.42,0.38,2023-11-05,815,N,VIIRS,n,2,302.55,3.82,D,0
30.31428,74.00777,330.85,0.4,0.37,2023-11-05,815,N,VIIRS,l,2,301.45,2.4,D,0
30.31432,76.01156,331.14,0.46,0.39,2023-11-05,815,N,VIIRS,l,2,302.63,1.32,D,0
30.31433,76.5254,330.03,0.49,0.4,2023-11-05,815,N,VIIRS,l,2,304.55,4.36,D,0
30.31502,75.15803,332.48,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,303.41,2.68,D,0
30.31504,76.01347,333.75,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,303.44,3.11,D,0
30.31514,75.46208,333.41,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,299.57,4.73,D,0
30.31563,76.08034,345.54,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,304.32,4.67,D,0
30.31601,76.0824,335.6,0.47,0.39,2023-11-05,815,N,VIIRS,n,2,305.3,5.9,D,0
30.31617,75.16697,337.1,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,301.63,5.58,D,0
30.31634,74.58034,340.82,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,301.93,7.9,D,0
30.31693,75.58881,345.66,0.44,0.39,2023-11-05,815,N,VIIRS,n,2,306.21,13.38,D,0
30.31705,75.93964,336.7,0.46,0.39,2023-11-05,815,N,VIIRS,l,2,308.58,24.97,D,0
30.31727,74.51008,342.34,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,303.16,4.99,D,0
30.31758,76.24454,333.85,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,301.22,3.16,D,0
30.31804,76.5248,341.57,0.49,0.4,2023-11-05,815,N,VIIRS,n,2,307.55,4.36,D,0
30.31811,76.12951,342.34,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,313.22,22.59,D,0
30.3182,76.27969,335.77,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,302.97,3.85,D,0
30.31852,75.15742,333.78,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,300.58,2.68,D,0
30.31917,75.7793,347.12,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,305.09,5.16,D,0
30.31943,76.28959,333.1,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,304.36,3.33,D,0
30.31998,76.17404,346.15,0.47,0.4,2023-11-05,815,N,VIIRS,n,2,303.6,6.74,D,0
30.32007,75.93425,339.44,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,302.46,3.32,D,0
30.32036,74.98002,333.31,0.42,0.38,2023-11-05,815,N,VIIRS,l,2,303.65,2.94,D,0
30.32079,75.88057,332.41,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,304.7,6.64,D,0
30.32086,75.14787,342.27,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,303.69,5.93,D,0
30.32098,75.76458,344.81,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,302.63,4.26,D,0
30.32105,75.67839,340.01,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,304.94,23.46,D,0
30.32118,75.97319,333.54,0.46,0.39,2023-11-05,815,N,VIIRS,l,2,303.64,2.26,D,0
30.32138,75.28905,331.53,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,300.86,2.56,D,0
30.32138,75.88532,331.87,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,301.92,6.64,D,0
30.3214,75.17979,336.66,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,305.54,8.32,D,0
30.32143,75.31676,343.92,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,305.7,12.47,D,0
30.32219,75.74516,333.21,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,300.62,2.07,D,0
30.32236,75.9828,337.69,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,305.23,9.17,D,0
30.32275,75.77871,338.78,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,301.88,3,D,0
30.32433,76.32928,339.92,0.48,0.4,2023-11-05,815,N,VIIRS,n,2,302.93,7.58,D,0
30.32439,75.87997,336.7,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,301.89,6.64,D,0
30.32455,75.76398,334.12,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,302.01,4.26,D,0
30.3249,75.1792,338.52,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,300.99,8.06,D,0
30.32495,75.31616,347.1,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,305.13,12.47,D,0
30.32498,75.88473,331.19,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,301.54,6.64,D,0
30.32557,75.01978,336.14,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,303.93,9.38,D,0
30.32633,75.77811,338.17,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,303.93,3,D,0
30.32656,75.24779,334.15,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,302.83,3.88,D,0
30.32731,75.0059,346.11,0.42,0.38,2023-11-05,815,N,VIIRS,n,2,300.63,41.92,D,0
30.32744,75.8455,335.94,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,301.02,3.1,D,0
30.3284,76.64282,330.8,0.49,0.4,2023-11-05,815,N,VIIRS,n,2,301.07,1.73,D,0
30.32878,75.5963,332.7,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,300.91,4.59,D,0
30.32939,75.62939,340.06,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,303.48,9.41,D,0
30.32981,75.86449,331.6,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,300.56,1.94,D,0
30.33068,75.22408,337.59,0.43,0.38,2023-11-05,815,N,VIIRS,l,2,308.48,34.62,D,0
30.33079,75.08691,335.99,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,301.78,3.87,D,0
30.33136,75.11868,331.82,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,302.69,5.3,D,0
30.33174,75.73396,339.04,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,302.53,3.15,D,0
30.33194,75.12313,334.87,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,302.93,5.3,D,0
30.33294,74.52643,341.08,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,303.41,7.23,D,0
30.33329,74.5247,343.93,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,302.86,5.74,D,0
30.33413,76.31757,339.91,0.48,0.4,2023-11-05,815,N,VIIRS,n,2,309.71,11.45,D,0
30.33525,76.63651,333,0.49,0.4,2023-11-05,815,N,VIIRS,n,2,302.11,2.66,D,0
30.33574,75.91216,346.67,0.46,0.39,2023-11-05,815,N,VIIRS,n,2,303.99,8.58,D,0
30.33589,75.26461,343.03,0.43,0.38,2023-11-05,815,N,VIIRS,n,2,303.5,6.33,D,0
30.33626,74.01648,332.79,0.4,0.37,2023-11-05,815,N,VIIRS,n,2,301.89,1.82,D,0
30.33631,75.43042,332.08,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,299.87,6.38,D,0
30.33637,77.32325,330.91,0.53,0.42,2023-11-05,815,N,VIIRS,n,2,301.58,2.98,D,0
30.33649,75.59973,336.46,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,303.76,4.02,D,0
30.33691,75.435,347.39,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,302.23,6.38,D,0
30.33764,75.83896,335.7,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,301.37,2.7,D,0
30.33954,74.34228,339.56,0.41,0.37,2023-11-05,815,N,VIIRS,n,2,301.87,3.95,D,0
