latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
30.02174,75.49877,334.23,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,304.06,7.52,D,0
30.02244,75.88496,335.36,0.39,0.37,2023-11-06,756,N,VIIRS,n,2,304.05,2.17,D,0
30.02318,75.5712,333.63,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.62,2.3,D,0
30.0232,74.51097,333.73,0.43,0.38,2023-11-06,756,N,VIIRS,n,2,299.69,2.47,D,0
30.02582,75.4342,337.23,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.58,3.47,D,0
30.02641,75.90934,332.51,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,300.61,2.38,D,0
30.02773,75.91747,347.17,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,303.66,10.11,D,0
30.02918,76.11806,330.7,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.04,1.56,D,0
30.0292,75.8203,341.8,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.91,4.07,D,0
30.02991,75.59106,330.49,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.41,12.75,D,0
30.03022,75.99665,330.71,0.39,0.36,2023-11-06,756,N,VIIRS,l,2,301.49,2.68,D,0
30.03059,75.59518,346.57,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,306.3,12.75,D,0
30.03153,76.00475,331.69,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.01,2.12,D,0
30.0326,75.75617,338.82,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.5,11.99,D,0
30.03375,75.39804,340.76,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.36,4.28,D,0
30.03396,75.72201,338.79,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.5,10.15,D,0
30.03415,75.02338,341.89,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,299.64,3.1,D,0
30.03447,75.87397,335.91,0.39,0.37,2023-11-06,756,N,VIIRS,n,2,303.27,2.1,D,0
30.03454,75.42369,332.34,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.69,2.45,D,0
30.03485,76.00404,335.42,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.22,2.12,D,0
30.03494,75.36329,330.54,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,299.45,2.01,D,0
30.03594,75.75546,342.27,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,306.28,11.99,D,0
30.03597,76.07488,333.99,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.05,3.15,D,0
30.03753,75.99928,336.94,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.71,2.72,D,0
30.0393,76.07418,335.64,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,300.89,3.15,D,0
30.03988,76.09911,330.32,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,303.12,1.5,D,0
30.03994,75.77998,335.27,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.5,1.72,D,0
30.03995,76.07822,342.86,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,303.5,8.23,D,0
30.04058,75.80519,341.2,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,304.61,5.91,D,0
30.04067,75.6356,331.95,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.08,1.67,D,0
30.04159,75.10963,343.45,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,298.56,3.76,D,0
30.04333,75.71574,337.57,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.34,3.08,D,0
30.04342,75.18355,346.37,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,303.26,9.28,D,0
30.04407,76.03974,334.77,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.51,1.83,D,0
30.04421,75.48172,331.43,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.93,4.49,D,0
30.04456,75.82967,335.95,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,308.29,4.52,D,0
30.04469,75.63898,344.67,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.98,6.88,D,0
30.04485,75.31789,344.61,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,296.75,5.53,D,0
30.0449,75.48585,334.32,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.78,5.42,D,0
30.04536,75.64309,334.98,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.84,6.88,D,0
30.04594,75.79559,339.2,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,303.97,2.28,D,0
30.04618,74.98981,340.4,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,301.31,4.54,D,0
30.04649,75.24381,339.23,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,298.6,3.73,D,0
30.0467,75.6938,346.97,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.31,6.01,D,0
30.04683,75.30881,340.47,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,298.25,4.01,D,0
30.0479,75.82894,335.17,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,304.52,4.52,D,0
30.0483,75.95925,332.3,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,300.96,2.61,D,0
30.04872,75.64236,339.55,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,303.62,9.83,D,0
30.04938,75.66774,334.03,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,303.5,2.15,D,0
30.05005,75.67184,331.77,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.47,3.37,D,0
30.05037,75.92943,332.8,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.31,2.67,D,0
30.05092,75.08121,347.5,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,302.12,9.15,D,0
30.05135,75.74367,338.67,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.82,4.47,D,0
30.05395,75.24651,337.6,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,300.12,7.91,D,0
30.05608,75.63715,332.66,0.4,0.37,2023-11-06,756,N,VIIRS,l,2,303.41,12.81,D,0
30.05693,75.96999,346.57,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.91,4.52,D,0
30.05718,75.86488,341.09,0.39,0.37,2023-11-06,756,N,VIIRS,n,2,306.62,5.59,D,0
30.05734,76.48025,339.55,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,297.67,3.33,D,0
30.05858,75.83087,334.69,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,303.48,6.32,D,0
30.0587,75.74632,346.25,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,306.7,21.47,D,0
30.0594,75.13193,333.03,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,300.51,21.43,D,0
30.05947,75.65768,336.41,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.52,3.13,D,0
30.06019,74.91218,338.95,0.42,0.37,2023-11-06,756,N,VIIRS,n,2,301.88,5.83,D,0
30.06032,75.9483,337.78,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.47,3.29,D,0
30.06069,75.75858,330.07,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.89,1.88,D,0
30.06136,75.76266,333.67,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,304.02,3.67,D,0
30.06157,75.43928,335.71,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.39,4.44,D,0
30.06188,74.81832,333.16,0.42,0.37,2023-11-06,756,N,VIIRS,n,2,301.27,1.73,D,0
30.06188,75.85124,333.79,0.39,0.37,2023-11-06,756,N,VIIRS,l,2,305.87,2.35,D,0
30.06188,76.77136,334.19,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,304.76,2.61,D,0
30.06262,74.40556,334.66,0.43,0.38,2023-11-06,756,N,VIIRS,n,2,300.81,3.52,D,0
30.06306,75.92252,334.21,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.29,2.53,D,0
30.06373,74.40658,331.99,0.43,0.38,2023-11-06,756,N,VIIRS,n,2,300.22,3.78,D,0
30.06377,75.49458,344.14,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.86,4.33,D,0
30.06446,76.10224,335.06,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,304.67,2.15,D,0
30.06488,75.69048,330.16,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,297.87,2.67,D,0
30.06523,75.85052,335.76,0.39,0.37,2023-11-06,756,N,VIIRS,n,2,303.15,2.35,D,0
30.06533,75.78719,344.48,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,304.9,5.23,D,0
30.06558,75.71577,331.52,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,298.91,3.48,D,0
30.06583,75.50698,346.82,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,303.9,12.89,D,0
30.06584,75.87566,335.91,0.39,0.37,2023-11-06,756,N,VIIRS,n,2,305.03,3.81,D,0
30.06631,75.44684,333.28,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.85,3.62,D,0
30.06657,76.07256,332.04,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.32,2.75,D,0
30.06702,74.84838,335.6,0.42,0.37,2023-11-06,756,N,VIIRS,n,2,303.16,4.56,D,0
30.06714,75.17828,346.25,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,306.02,12.8,D,0
30.06746,75.39065,331.51,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.42,1.21,D,0
30.06776,75.90891,333.65,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,303.02,3.8,D,0
30.06795,75.82464,331.38,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,304.69,1.91,D,0
30.06874,75.74415,330.5,0.4,0.37,2023-11-06,756,N,VIIRS,l,2,300.65,1.32,D,0
30.06907,75.91703,346.08,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,305.34,3.8,D,0
30.06938,75.7694,355.91,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,313.37,18.16,D,0
30.06941,75.59167,333.03,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.84,4.15,D,0
30.06961,75.71915,333.53,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.15,4.44,D,0
30.06963,75.74033,333.2,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.97,1.61,D,0
30.07039,75.92515,332.58,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.11,4.81,D,0
30.07044,74.84761,338.72,0.42,0.37,2023-11-06,756,N,VIIRS,n,2,300.49,9.55,D,0
30.07084,75.64246,332.06,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.21,1.76,D,0
30.07103,76.1217,345,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,303.36,8.15,D,0
30.07135,75.56138,342.02,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,307.55,21.8,D,0
30.07256,75.85316,333.57,0.39,0.37,2023-11-06,756,N,VIIRS,n,2,302.11,1.69,D,0
30.07272,75.76868,333.22,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.91,18.16,D,0
30.0738,74.97112,333.48,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,300.53,9.68,D,0
30.07469,76.0374,331.57,0.39,0.36,2023-11-06,756,N,VIIRS,l,2,302.53,1.71,D,0
30.07527,74.7302,341.56,0.42,0.38,2023-11-06,756,N,VIIRS,n,2,301.04,3.42,D,0
30.0776,75.68347,336.09,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,298.86,5.82,D,0
30.07788,75.86465,331.59,0.39,0.37,2023-11-06,756,N,VIIRS,l,2,301.9,3.37,D,0
30.07822,75.64511,338.61,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.86,3.67,D,0
30.07853,75.86871,334.3,0.39,0.37,2023-11-06,756,N,VIIRS,n,2,304.51,5.71,D,0
30.07928,75.50404,333.11,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.7,2.56,D,0
30.07954,75.98194,345.51,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,305.76,13.5,D,0
30.07999,75.81361,336.46,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,306.31,3.02,D,0
30.08056,75.85986,336.39,0.39,0.37,2023-11-06,756,N,VIIRS,n,2,303.95,3.37,D,0
30.08116,75.885,331.62,0.39,0.37,2023-11-06,756,N,VIIRS,n,2,300.83,1.55,D,0
30.08168,75.75043,334.22,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,303.95,3.01,D,0
30.08169,75.8138,344.39,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,307.64,11.37,D,0
30.08235,75.75452,334.5,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,304.11,3.01,D,0
30.08295,75.67383,336.11,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,299.87,4.02,D,0
30.08324,75.85508,346.96,0.39,0.37,2023-11-06,756,N,VIIRS,n,2,305.07,5.7,D,0
30.08337,76.02719,338.5,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,300.64,4.55,D,0
30.08432,75.70324,334.35,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,298.94,2.58,D,0
30.08458,75.47289,334.74,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.16,2.84,D,0
30.08548,75.99744,336.46,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,303.74,5.02,D,0
30.08769,75.72372,344.78,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,304.87,5.7,D,0
30.08794,75.47215,335.96,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.57,3.08,D,0
30.09038,75.8035,333.01,0.4,0.37,2023-11-06,756,N,VIIRS,l,2,303.8,1.42,D,0
30.09105,75.80757,335.34,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,303.22,2.64,D,0
30.09163,75.95,346.25,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,305.22,7.14,D,0
30.09172,75.81165,335.22,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.76,2.64,D,0
30.09195,74.74438,334.22,0.42,0.38,2023-11-06,756,N,VIIRS,l,2,304.35,26.1,D,0
30.09303,74.18148,336.67,0.44,0.38,2023-11-06,756,N,VIIRS,n,2,300.48,4.03,D,0
30.09409,76.00817,335.82,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,299.92,2.19,D,0
30.095,75.8952,331.59,0.39,0.36,2023-11-06,756,N,VIIRS,l,2,302.72,2.69,D,0
30.09559,75.12017,348.21,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,302.2,13.03,D,0
30.09573,75.7939,343.74,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,306.04,5.25,D,0
30.09612,75.99936,333.7,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.29,4.92,D,0
30.09625,75.58583,343.19,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,305.35,18.18,D,0
30.09834,75.34501,332.72,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.08,1.98,D,0
30.09963,75.92363,339.06,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,303.02,6.6,D,0
30.09965,75.33176,345.23,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.18,6.83,D,0
30.09972,75.69143,334.57,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.43,1.99,D,0
30.1004,76.09044,346.66,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,303.94,5.64,D,0
30.1014,75.46921,334.36,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.29,2.09,D,0
30.10213,75.99389,335.75,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.38,2.52,D,0
30.10279,75.99795,334.85,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,303.2,3.66,D,0
30.10356,75.29194,334.13,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,300.71,3.43,D,0
30.1036,75.94798,332.3,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.06,1.91,D,0
30.10362,75.29253,336.77,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,300.51,3.19,D,0
30.10373,76.08973,346.24,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,300.23,5.64,D,0
30.10391,76.0479,337.45,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.67,2.55,D,0
30.10409,76.00604,336.62,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.22,5.74,D,0
30.10443,75.76244,331.3,0.4,0.37,2023-11-06,756,N,VIIRS,l,2,304.32,2.56,D,0
30.10495,75.9351,330.51,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,300.43,1.72,D,0
30.10572,75.85502,336.49,0.39,0.37,2023-11-06,756,N,VIIRS,n,2,307.93,12.25,D,0
30.10632,75.58365,330.23,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.61,4.92,D,0
30.107,75.58775,331.07,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,298.41,4.92,D,0
30.10778,75.33862,336.38,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,305.31,35.06,D,0
30.10789,76.05125,333.96,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.54,2.17,D,0
30.10833,74.57925,339.41,0.42,0.38,2023-11-06,756,N,VIIRS,n,2,299.31,3.1,D,0
30.10883,75.26102,333.88,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,302.72,7.04,D,0
30.10909,75.81213,332.88,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.36,2.02,D,0
30.11018,75.48015,333.68,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.25,4.34,D,0
30.11023,75.96754,336.24,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,305.76,4.4,D,0
30.11029,75.54435,331.77,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,299.53,4.38,D,0
30.11089,75.97159,339.34,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.48,4.66,D,0
30.11111,75.69746,332.83,0.4,0.37,2023-11-06,756,N,VIIRS,l,2,304.35,3.31,D,0
30.11162,75.93367,330.48,0.39,0.36,2023-11-06,756,N,VIIRS,l,2,300.87,3.6,D,0
30.11222,75.49256,332.68,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.9,4.05,D,0
30.11356,75.96683,339.04,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,305.57,8.47,D,0
30.11374,75.84065,337.81,0.39,0.37,2023-11-06,756,N,VIIRS,n,2,302.18,3.68,D,0
30.11558,75.49183,336.74,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.56,4.05,D,0
30.11577,75.64122,346.89,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.98,6.14,D,0
30.11598,75.32442,346.74,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.23,7.47,D,0
30.11619,75.98302,331.79,0.39,0.36,2023-11-06,756,N,VIIRS,l,2,302.98,3.6,D,0
30.11639,75.85695,333.9,0.39,0.37,2023-11-06,756,N,VIIRS,l,2,304.28,3.12,D,0
30.11713,75.28955,332.8,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,299.91,3.04,D,0
30.11714,75.73431,335.75,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,303.47,3.52,D,0
30.11751,77.17763,330.36,0.38,0.36,2023-11-06,756,N,VIIRS,n,2,302.02,1.53,D,0
30.11763,75.92818,334.72,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.7,2.75,D,0
30.11846,75.78478,345.84,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,306.49,13.07,D,0
30.11904,75.87323,347.07,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,309.26,12.64,D,0
30.11942,74.58126,334.54,0.42,0.38,2023-11-06,756,N,VIIRS,n,2,301.29,4.06,D,0
30.12012,76.00733,339.05,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302,4.13,D,0
30.12017,75.98637,344.22,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,304.1,6.51,D,0
30.12018,74.58562,331.54,0.42,0.38,2023-11-06,756,N,VIIRS,n,2,298.56,4.06,D,0
30.12026,75.94441,333.02,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.79,2.54,D,0
30.12048,75.75475,338.97,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.32,4.76,D,0
30.1223,76.09832,333.93,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.83,19.56,D,0
30.12436,75.8847,332.54,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.87,6.72,D,0
30.12503,75.88878,334.95,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,306.23,6.72,D,0
30.12651,75.70685,342.63,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.66,6.58,D,0
30.1285,75.63419,342.12,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.95,6.05,D,0
30.12968,75.23905,332.55,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,299.47,1.93,D,0
30.13005,76.02613,346.75,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.19,5.42,D,0
30.13046,75.56131,338.16,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,299.57,5.58,D,0
30.13053,75.689,331.66,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.03,3.05,D,0
30.13186,75.73959,341.83,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,306.64,6.69,D,0
30.13194,75.16889,333.26,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,299.52,3.14,D,0
30.13236,75.8914,336.55,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,304.47,3.73,D,0
30.13252,75.74368,334.02,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.76,6.69,D,0
30.13397,76.05038,346.15,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,303.54,7.01,D,0
30.13486,75.45811,336.86,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.3,3.17,D,0
30.1352,75.73888,338.23,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.35,6.69,D,0
30.13573,75.86964,332.05,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.45,1.45,D,0
30.13627,75.93679,340.86,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,310.12,14.28,D,0
30.13645,75.36311,344.69,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.68,5.64,D,0
30.13693,75.94085,335.76,0.39,0.36,2023-11-06,756,N,VIIRS,l,2,309.33,23.09,D,0
30.13787,75.5853,340.49,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.59,5.13,D,0
30.13854,75.3756,332.8,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301,5.23,D,0
30.13885,75.97401,334.01,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.14,5.52,D,0
30.1389,75.95303,330.6,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,300.97,2.3,D,0
30.1395,75.97806,333.39,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.64,5.52,D,0
30.1396,75.93608,347.12,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.7,14.28,D,0
30.13999,75.15401,338.02,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,300.18,3.44,D,0
30.14004,76.02401,336.43,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,301.91,2.68,D,0
30.14218,75.9733,330.65,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,299.8,6.09,D,0
30.14244,75.84714,335.89,0.39,0.37,2023-11-06,756,N,VIIRS,n,2,304.42,2.12,D,0
30.14263,74.46653,342.49,0.43,0.38,2023-11-06,756,N,VIIRS,n,2,303.83,9.72,D,0
30.14278,75.99831,336.13,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,303.79,9.45,D,0
30.14283,75.97734,334.06,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,304.87,6.09,D,0
30.14309,74.40675,342.45,0.43,0.38,2023-11-06,756,N,VIIRS,n,2,304.11,11.16,D,0
30.14525,75.58796,333.12,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.66,2.57,D,0
30.1466,75.59619,333.98,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,299.38,4.75,D,0
30.14671,75.257,335.59,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,301.29,5.73,D,0
30.14693,75.44688,338.69,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,304.37,12.77,D,0
30.14729,75.2395,332.72,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,300.59,1.36,D,0
30.1486,75.5659,335.41,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.8,2.73,D,0
30.14872,76.65576,331.84,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,305.31,1.6,D,0
30.14884,75.97186,342.93,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.66,7.58,D,0
30.14927,75.57002,330.49,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.12,2.73,D,0
30.14936,75.56619,336.25,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.99,3.82,D,0
30.1506,75.70588,336.32,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,304.31,4.79,D,0
30.15087,75.96306,339.5,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,300.96,4.13,D,0
30.15163,74.56029,337.67,0.42,0.38,2023-11-06,756,N,VIIRS,n,2,302.05,3.68,D,0
30.15188,75.77757,340.19,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.4,4.95,D,0
30.15228,75.92916,334.33,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,303.09,2.06,D,0
30.15289,75.95423,333.5,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,303.53,5.28,D,0
30.15339,75.56958,331.7,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,299.73,3.82,D,0
30.15354,74.36286,332.71,0.43,0.38,2023-11-06,756,N,VIIRS,n,2,300.71,2.47,D,0
30.15395,75.70515,331.47,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.03,2.99,D,0
30.15464,75.53515,337.83,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,301.29,5.13,D,0
30.1547,75.36774,330.33,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,299.83,4.24,D,0
30.15491,74.86961,333.35,0.42,0.37,2023-11-06,756,N,VIIRS,n,2,300.97,3.05,D,0
30.15522,75.77686,333.13,0.4,0.37,2023-11-06,756,N,VIIRS,l,2,303.38,4.95,D,0
30.15539,75.37189,332.52,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.17,4.24,D,0
30.15561,75.92845,332.46,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.92,2.36,D,0
30.15589,75.78094,335.49,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.7,4.95,D,0
30.15658,75.76388,333.49,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,302.5,3.12,D,0
30.15753,75.96162,333.45,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.24,5.79,D,0
30.15763,75.91962,332.66,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,302.28,14.64,D,0
30.15829,75.92368,339.76,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,310.59,14.64,D,0
30.15857,75.77613,334.95,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.44,11.21,D,0
30.15923,75.78022,338.79,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,300.68,11.21,D,0
30.15924,75.49993,331.74,0.4,0.37,2023-11-06,756,N,VIIRS,n,2,299.51,1.94,D,0
