date,state_group,fire_count,year,month,day,season_day
2022-11-23,Haryana,44,2022,11,23,54
2022-11-24,Haryana,62,2022,11,24,55
2022-11-25,Haryana,31,2022,11,25,56
2022-11-26,Haryana,17,2022,11,26,57
2022-11-27,Haryana,18,2022,11,27,58
2022-11-28,Haryana,15,2022,11,28,59
2022-11-29,Haryana,24,2022,11,29,60
2022-11-30,Haryana,31,2022,11,30,61
2022-10-01,Delhi,2,2022,10,1,1
2022-10-02,Delhi,1,2022,10,2,2
2022-10-03,Delhi,0,2022,10,3,3
2022-10-04,Delhi,1,2022,10,4,4
2022-10-05,Delhi,0,2022,10,5,5
2022-10-06,Delhi,0,2022,10,6,6
2022-10-07,Delhi,0,2022,10,7,7
2022-10-08,Delhi,0,2022,10,8,8
2022-10-09,Delhi,0,2022,10,9,9
2022-10-10,Delhi,0,2022,10,10,10
2022-10-11,Delhi,1,2022,10,11,11
2022-10-12,Delhi,2,2022,10,12,12
2022-10-13,Delhi,4,2022,10,13,13
2022-10-14,Delhi,0,2022,10,14,14
2022-10-15,Delhi,1,2022,10,15,15
2022-10-16,Delhi,1,2022,10,16,16
2022-10-17,Delhi,3,2022,10,17,17
2022-10-18,Delhi,2,2022,10,18,18
2022-10-19,Delhi,0,2022,10,19,19
2022-10-20,Delhi,0,2022,10,20,20
2022-10-21,Delhi,0,2022,10,21,21
2022-10-22,Delhi,1,2022,10,22,22
2022-10-23,Delhi,3,2022,10,23,23
2022-10-24,Delhi,3,2022,10,24,24
2022-10-25,Delhi,0,2022,10,25,25
2022-10-26,Delhi,0,2022,10,26,26
2022-10-27,Delhi,0,2022,10,27,27
2022-10-28,Delhi,0,2022,10,28,28
2022-10-29,Delhi,0,2022,10,29,29
2022-10-30,Delhi,0,2022,10,30,30
2022-10-31,Delhi,0,2022,10,31,31
2022-11-01,Delhi,2,2022,11,1,32
2022-11-02,Delhi,0,2022,11,2,33
2022-11-03,Delhi,3,2022,11,3,34
2022-11-04,Delhi,1,2022,11,4,35
2022-11-05,Delhi,0,2022,11,5,36
2022-11-06,Delhi,0,2022,11,6,37
2022-11-07,Delhi,1,2022,11,7,38
2022-11-08,Delhi,0,2022,11,8,39
2022-11-09,Delhi,0,2022,11,9,40
2022-11-10,Delhi,0,2022,11,10,41
2022-11-11,Delhi,4,2022,11,11,42
2022-11-12,Delhi,0,2022,11,12,43
2022-11-13,Delhi,1,2022,11,13,44
2022-11-14,Delhi,0,2022,11,14,45
2022-11-15,Delhi,0,2022,11,15,46
2022-11-16,Delhi,0,2022,11,16,47
2022-11-17,Delhi,0,2022,11,17,48
2022-11-18,Delhi,4,2022,11,18,49
2022-11-19,Delhi,0,2022,11,19,50
2022-11-20,Delhi,1,2022,11,20,51
2022-11-21,Delhi,0,2022,11,21,52
2022-11-22,Delhi,1,2022,11,22,53
2022-11-23,Delhi,7,2022,11,23,54
2022-11-24,Delhi,2,2022,11,24,55
2022-11-25,Delhi,1,2022,11,25,56
2022-11-26,Delhi,0,2022,11,26,57
2022-11-27,Delhi,1,2022,11,27,58
2022-11-28,Delhi,2,2022,11,28,59
2022-11-29,Delhi,2,2022,11,29,60
2022-11-30,Delhi,2,2022,11,30,61
2022-10-01,Other,100,2022,10,1,1
2022-10-02,Other,103,2022,10,2,2
2022-10-03,Other,53,2022,10,3,3
2022-10-04,Other,56,2022,10,4,4
2022-10-05,Other,84,2022,10,5,5
2022-10-06,Other,145,2022,10,6,6
2022-10-07,Other,136,2022,10,7,7
2022-10-08,Other,51,2022,10,8,8
2022-10-09,Other,20,2022,10,9,9
2022-10-10,Other,18,2022,10,10,10
2022-10-11,Other,31,2022,10,11,11
2022-10-12,Other,98,2022,10,12,12
2022-10-13,Other,51,2022,10,13,13
2022-10-14,Other,49,2022,10,14,14
2022-10-15,Other,72,2022,10,15,15
2022-10-16,Other,103,2022,10,16,16
2022-10-17,Other,154,2022,10,17,17
2022-10-18,Other,107,2022,10,18,18
2022-10-19,Other,52,2022,10,19,19
2022-10-20,Other,52,2022,10,20,20
2022-10-21,Other,70,2022,10,21,21
2022-10-22,Other,146,2022,10,22,22
2022-10-23,Other,239,2022,10,23,23
2022-10-24,Other,171,2022,10,24,24
2022-10-25,Other,123,2022,10,25,25
2022-10-26,Other,170,2022,10,26,26
2022-10-27,Other,135,2022,10,27,27
2022-10-28,Other,350,2022,10,28,28
2022-10-29,Other,223,2022,10,29,29
2022-10-30,Other,173,2022,10,30,30
2022-10-31,Other,184,2022,10,31,31
2022-11-01,Other,169,2022,11,1,32
2022-11-02,Other,223,2022,11,2,33
2022-11-03,Other,147,2022,11,3,34
2022-11-04,Other,96,2022,11,4,35
2022-11-05,Other,103,2022,11,5,36
2022-11-06,Other,26,2022,11,6,37
2022-11-07,Other,176,2022,11,7,38
2022-11-08,Other,184,2022,11,8,39
2022-11-09,Other,50,2022,11,9,40
2022-11-10,Other,100,2022,11,10,41
2022-11-11,Other,244,2022,11,11,42
2022-11-12,Other,229,2022,11,12,43
2022-11-13,Other,340,2022,11,13,44
2022-11-14,Other,18,2022,11,14,45
2022-11-15,Other,21,2022,11,15,46
2022-11-16,Other,88,2022,11,16,47
2022-11-17,Other,160,2022,11,17,48
2022-11-18,Other,144,2022,11,18,49
2022-11-19,Other,173,2022,11,19,50
2022-11-20,Other,138,2022,11,20,51
2022-11-21,Other,92,2022,11,21,52
2022-11-22,Other,96,2022,11,22,53
2022-11-23,Other,151,2022,11,23,54
2022-11-24,Other,176,2022,11,24,55
2022-11-25,Other,86,2022,11,25,56
2022-11-26,Other,37,2022,11,26,57
2022-11-27,Other,78,2022,11,27,58
2022-11-28,Other,56,2022,11,28,59
2022-11-29,Other,99,2022,11,29,60
2022-11-30,Other,103,2022,11,30,61
2023-10-01,Punjab,77,2023,10,1,1
2023-10-02,Punjab,133,2023,10,2,2
2023-10-03,Punjab,99,2023,10,3,3
2023-10-04,Punjab,129,2023,10,4,4
2023-10-05,Punjab,140,2023,10,5,5
2023-10-06,Punjab,76,2023,10,6,6
2023-10-07,Punjab,34,2023,10,7,7
2023-10-08,Punjab,64,2023,10,8,8
2023-10-09,Punjab,57,2023,10,9,9
2023-10-10,Punjab,17,2023,10,10,10
2023-10-11,Punjab,38,2023,10,11,11
2023-10-12,Punjab,55,2023,10,12,12
2023-10-13,Punjab,108,2023,10,13,13
2023-10-14,Punjab,106,2023,10,14,14
2023-10-15,Punjab,71,2023,10,15,15
2023-10-16,Punjab,0,2023,10,16,16
2023-10-17,Punjab,4,2023,10,17,17
2023-10-18,Punjab,19,2023,10,18,18
2023-10-19,Punjab,37,2023,10,19,19
2023-10-20,Punjab,135,2023,10,20,20
2023-10-21,Punjab,164,2023,10,21,21
2023-10-22,Punjab,27,2023,10,22,22
2023-10-23,Punjab,165,2023,10,23,23
2023-10-24,Punjab,352,2023,10,24,24
2023-10-25,Punjab,349,2023,10,25,25
2023-10-26,Punjab,699,2023,10,26,26
2023-10-27,Punjab,510,2023,10,27,27
2023-10-28,Punjab,153,2023,10,28,28
2023-10-29,Punjab,864,2023,10,29,29
2023-10-30,Punjab,994,2023,10,30,30
2023-10-31,Punjab,1467,2023,10,31,31
2023-11-01,Punjab,1446,2023,11,1,32
2023-11-02,Punjab,1,2023,11,2,33
2023-11-03,Punjab,994,2023,11,3,34
2023-11-04,Punjab,1408,2023,11,4,35
2023-11-05,Punjab,3249,2023,11,5,36
2023-11-06,Punjab,1885,2023,11,6,37
2023-11-07,Punjab,1587,2023,11,7,38
2023-11-08,Punjab,1279,2023,11,8,39
2023-11-09,Punjab,716,2023,11,9,40
2023-11-10,Punjab,6,2023,11,10,41
2023-11-11,Punjab,111,2023,11,11,42
2023-11-12,Punjab,925,2023,11,12,43
2023-11-13,Punjab,1238,2023,11,13,44
2023-11-14,Punjab,1855,2023,11,14,45
2023-11-15,Punjab,1845,2023,11,15,46
2023-11-16,Punjab,1404,2023,11,16,47
2023-11-17,Punjab,964,2023,11,17,48
2023-11-18,Punjab,435,2023,11,18,49
2023-11-19,Punjab,706,2023,11,19,50
2023-11-20,Punjab,449,2023,11,20,51
2023-11-21,Punjab,550,2023,11,21,52
2023-11-22,Punjab,350,2023,11,22,53
2023-11-23,Punjab,196,2023,11,23,54
2023-11-24,Punjab,138,2023,11,24,55
2023-11-25,Punjab,37,2023,11,25,56
2023-11-26,Punjab,67,2023,11,26,57
2023-11-27,Punjab,2,2023,11,27,58
2023-11-28,Punjab,21,2023,11,28,59
2023-11-29,Punjab,12,2023,11,29,60
2023-11-30,Punjab,15,2023,11,30,61
2023-10-01,Haryana,23,2023,10,1,1
2023-10-02,Haryana,35,2023,10,2,2
2023-10-03,Haryana,24,2023,10,3,3
2023-10-04,Haryana,45,2023,10,4,4
2023-10-05,Haryana,42,2023,10,5,5
2023-10-06,Haryana,21,2023,10,6,6
2023-10-07,Haryana,17,2023,10,7,7
2023-10-08,Haryana,43,2023,10,8,8
2023-10-09,Haryana,36,2023,10,9,9
2023-10-10,Haryana,48,2023,10,10,10
2023-10-11,Haryana,49,2023,10,11,11
2023-10-12,Haryana,38,2023,10,12,12
2023-10-13,Haryana,29,2023,10,13,13
2023-10-14,Haryana,60,2023,10,14,14
2023-10-15,Haryana,140,2023,10,15,15
2023-10-16,Haryana,7,2023,10,16,16
2023-10-17,Haryana,2,2023,10,17,17
2023-10-18,Haryana,9,2023,10,18,18
2023-10-19,Haryana,26,2023,10,19,19
2023-10-20,Haryana,72,2023,10,20,20
2023-10-21,Haryana,105,2023,10,21,21
2023-10-22,Haryana,33,2023,10,22,22
2023-10-23,Haryana,35,2023,10,23,23
2023-10-24,Haryana,98,2023,10,24,24
2023-10-25,Haryana,82,2023,10,25,25
2023-10-26,Haryana,123,2023,10,26,26
2023-10-27,Haryana,68,2023,10,27,27
2023-10-28,Haryana,17,2023,10,28,28
2023-10-29,Haryana,70,2023,10,29,29
2023-10-30,Haryana,72,2023,10,30,30
2023-10-31,Haryana,87,2023,10,31,31
2023-11-01,Haryana,93,2023,11,1,32
2023-11-02,Haryana,2,2023,11,2,33
2023-11-03,Haryana,15,2023,11,3,34
2023-11-04,Haryana,44,2023,11,4,35
2023-11-05,Haryana,158,2023,11,5,36
2023-11-06,Haryana,89,2023,11,6,37
2023-11-07,Haryana,43,2023,11,7,38
2023-11-08,Haryana,27,2023,11,8,39
2023-11-09,Haryana,30,2023,11,9,40
2023-11-10,Haryana,4,2023,11,10,41
2023-11-11,Haryana,42,2023,11,11,42
2023-11-12,Haryana,139,2023,11,12,43
2023-11-13,Haryana,37,2023,11,13,44
2023-11-14,Haryana,36,2023,11,14,45
2023-11-15,Haryana,67,2023,11,15,46
2023-11-16,Haryana,66,2023,11,16,47
2023-11-17,Haryana,46,2023,11,17,48
2023-11-18,Haryana,27,2023,11,18,49
2023-11-19,Haryana,43,2023,11,19,50
2023-11-20,Haryana,33,2023,11,20,51
2023-11-21,Haryana,72,2023,11,21,52
2023-11-22,Haryana,61,2023,11,22,53
2023-11-23,Haryana,32,2023,11,23,54
2023-11-24,Haryana,20,2023,11,24,55
2023-11-25,Haryana,4,2023,11,25,56
2023-11-26,Haryana,2,2023,11,26,57
2023-11-27,Haryana,2,2023,11,27,58
2023-11-28,Haryana,8,2023,11,28,59
2023-11-29,Haryana,12,2023,11,29,60
2023-11-30,Haryana,4,2023,11,30,61
2023-10-01,Delhi,0,2023,10,1,1
2023-10-02,Delhi,0,2023,10,2,2
2023-10-03,Delhi,1,2023,10,3,3
2023-10-04,Delhi,0,2023,10,4,4
2023-10-05,Delhi,5,2023,10,5,5
2023-10-06,Delhi,3,2023,10,6,6
2023-10-07,Delhi,0,2023,10,7,7
2023-10-08,Delhi,0,2023,10,8,8
2023-10-09,Delhi,0,2023,10,9,9
2023-10-10,Delhi,3,2023,10,10,10
2023-10-11,Delhi,3,2023,10,11,11
2023-10-12,Delhi,0,2023,10,12,12
2023-10-13,Delhi,0,2023,10,13,13
2023-10-14,Delhi,3,2023,10,14,14
2023-10-15,Delhi,0,2023,10,15,15
2023-10-16,Delhi,2,2023,10,16,16
2023-10-17,Delhi,0,2023,10,17,17
2023-10-18,Delhi,1,2023,10,18,18
2023-10-19,Delhi,0,2023,10,19,19
2023-10-20,Delhi,1,2023,10,20,20
2023-10-21,Delhi,1,2023,10,21,21
2023-10-22,Delhi,0,2023,10,22,22
2023-10-23,Delhi,2,2023,10,23,23
2023-10-24,Delhi,0,2023,10,24,24
2023-10-25,Delhi,0,2023,10,25,25
2023-10-26,Delhi,1,2023,10,26,26
2023-10-27,Delhi,1,2023,10,27,27
2023-10-28,Delhi,1,2023,10,28,28
2023-10-29,Delhi,2,2023,10,29,29
2023-10-30,Delhi,1,2023,10,30,30
2023-10-31,Delhi,1,2023,10,31,31
2023-11-01,Delhi,0,2023,11,1,32
2023-11-02,Delhi,1,2023,11,2,33
2023-11-03,Delhi,0,2023,11,3,34
2023-11-04,Delhi,0,2023,11,4,35
2023-11-05,Delhi,2,2023,11,5,36
2023-11-06,Delhi,4,2023,11,6,37
2023-11-07,Delhi,1,2023,11,7,38
2023-11-08,Delhi,6,2023,11,8,39
2023-11-09,Delhi,0,2023,11,9,40
2023-11-10,Delhi,0,2023,11,10,41
2023-11-11,Delhi,1,2023,11,11,42
2023-11-12,Delhi,0,2023,11,12,43
2023-11-13,Delhi,0,2023,11,13,44
2023-11-14,Delhi,1,2023,11,14,45
2023-11-15,Delhi,1,2023,11,15,46
2023-11-16,Delhi,1,2023,11,16,47
2023-11-17,Delhi,0,2023,11,17,48
2023-11-18,Delhi,1,2023,11,18,49
2023-11-19,Delhi,1,2023,11,19,50
2023-11-20,Delhi,2,2023,11,20,51
2023-11-21,Delhi,3,2023,11,21,52
2023-11-22,Delhi,3,2023,11,22,53
2023-11-23,Delhi,0,2023,11,23,54
2023-11-24,Delhi,2,2023,11,24,55
2023-11-25,Delhi,0,2023,11,25,56
2023-11-26,Delhi,0,2023,11,26,57
2023-11-27,Delhi,0,2023,11,27,58
2023-11-28,Delhi,1,2023,11,28,59
2023-11-29,Delhi,0,2023,11,29,60
2023-11-30,Delhi,0,2023,11,30,61
2023-10-01,Other,46,2023,10,1,1
2023-10-02,Other,42,2023,10,2,2
2023-10-03,Other,81,2023,10,3,3
2023-10-04,Other,160,2023,10,4,4
2023-10-05,Other,191,2023,10,5,5
2023-10-06,Other,126,2023,10,6,6
2023-10-07,Other,66,2023,10,7,7
2023-10-08,Other,110,2023,10,8,8
2023-10-09,Other,155,2023,10,9,9
2023-10-10,Other,115,2023,10,10,10
2023-10-11,Other,140,2023,10,11,11
2023-10-12,Other,106,2023,10,12,12
2023-10-13,Other,102,2023,10,13,13
2023-10-14,Other,129,2023,10,14,14
2023-10-15,Other,57,2023,10,15,15
2023-10-16,Other,17,2023,10,16,16
2023-10-17,Other,4,2023,10,17,17
2023-10-18,Other,25,2023,10,18,18
2023-10-19,Other,65,2023,10,19,19
2023-10-20,Other,120,2023,10,20,20
2023-10-21,Other,110,2023,10,21,21
2023-10-22,Other,22,2023,10,22,22
2023-10-23,Other,45,2023,10,23,23
2023-10-24,Other,72,2023,10,24,24
2023-10-25,Other,188,2023,10,25,25
2023-10-26,Other,277,2023,10,26,26
2023-10-27,Other,173,2023,10,27,27
2023-10-28,Other,31,2023,10,28,28
2023-10-29,Other,103,2023,10,29,29
2023-10-30,Other,95,2023,10,30,30
2023-10-31,Other,160,2023,10,31,31
2023-11-01,Other,78,2023,11,1,32
2023-11-02,Other,1,2023,11,2,33
2023-11-03,Other,112,2023,11,3,34
2023-11-04,Other,154,2023,11,4,35
2023-11-05,Other,319,2023,11,5,36
2023-11-06,Other,147,2023,11,6,37
2023-11-07,Other,50,2023,11,7,38
2023-11-08,Other,66,2023,11,8,39
2023-11-09,Other,122,2023,11,9,40
2023-11-10,Other,19,2023,11,10,41
2023-11-11,Other,44,2023,11,11,42
2023-11-12,Other,99,2023,11,12,43
2023-11-13,Other,102,2023,11,13,44
2023-11-14,Other,175,2023,11,14,45
2023-11-15,Other,227,2023,11,15,46
2023-11-16,Other,202,2023,11,16,47
2023-11-17,Other,250,2023,11,17,48
2023-11-18,Other,84,2023,11,18,49
2023-11-19,Other,205,2023,11,19,50
2023-11-20,Other,166,2023,11,20,51
2023-11-21,Other,282,2023,11,21,52
2023-11-22,Other,234,2023,11,22,53
2023-11-23,Other,117,2023,11,23,54
2023-11-24,Other,96,2023,11,24,55
2023-11-25,Other,28,2023,11,25,56
2023-11-26,Other,19,2023,11,26,57
2023-11-27,Other,18,2023,11,27,58
2023-11-28,Other,50,2023,11,28,59
2023-11-29,Other,19,2023,11,29,60
2023-11-30,Other,11,2023,11,30,61
2024-10-01,Punjab,33,2024,10,1,1
2024-10-02,Punjab,19,2024,10,2,2
2024-10-03,Punjab,10,2024,10,3,3
2024-10-04,Punjab,4,2024,10,4,4
2024-10-05,Punjab,8,2024,10,5,5
2024-10-06,Punjab,7,2024,10,6,6
2024-10-07,Punjab,40,2024,10,7,7
2024-10-08,Punjab,19,2024,10,8,8
2024-10-09,Punjab,32,2024,10,9,9
2024-10-10,Punjab,58,2024,10,10,10
2024-10-11,Punjab,56,2024,10,11,11
2024-10-12,Punjab,125,2024,10,12,12
2024-10-13,Punjab,64,2024,10,13,13
2024-10-14,Punjab,24,2024,10,14,14
2024-10-15,Punjab,62,2024,10,15,15
2024-10-16,Punjab,52,2024,10,16,16
2024-10-17,Punjab,111,2024,10,17,17
2024-10-18,Punjab,75,2024,10,18,18
2024-10-19,Punjab,37,2024,10,19,19
2024-10-20,Punjab,72,2024,10,20,20
2024-10-21,Punjab,58,2024,10,21,21
2024-10-22,Punjab,71,2024,10,22,22
2024-10-23,Punjab,84,2024,10,23,23
2024-10-24,Punjab,57,2024,10,24,24
2024-10-25,Punjab,102,2024,10,25,25
2024-10-26,Punjab,98,2024,10,26,26
2024-10-27,Punjab,146,2024,10,27,27
2024-10-28,Punjab,198,2024,10,28,28
2024-10-29,Punjab,143,2024,10,29,29
2024-10-30,Punjab,116,2024,10,30,30
2024-10-31,Punjab,420,2024,10,31,31
2024-11-01,Punjab,648,2024,11,1,32
2024-11-02,Punjab,551,2024,11,2,33
2024-11-03,Punjab,0,2024,11,3,34
2024-11-04,Punjab,0,2024,11,4,35
2024-11-05,Punjab,0,2024,11,5,36
2024-11-06,Punjab,5,2024,11,6,37
2024-11-07,Punjab,521,2024,11,7,38
2024-11-08,Punjab,586,2024,11,8,39
2024-11-09,Punjab,300,2024,11,9,40
2024-11-10,Punjab,162,2024,11,10,41
2024-11-11,Punjab,354,2024,11,11,42
2024-11-12,Punjab,104,2024,11,12,43
2024-11-13,Punjab,330,2024,11,13,44
2024-11-14,Punjab,6,2024,11,14,45
2024-11-15,Punjab,57,2024,11,15,46
2024-11-16,Punjab,132,2024,11,16,47
2024-11-17,Punjab,473,2024,11,17,48
2024-11-18,Punjab,1054,2024,11,18,49
2024-11-19,Punjab,370,2024,11,19,50
2024-11-20,Punjab,104,2024,11,20,51
2024-11-21,Punjab,161,2024,11,21,52
2024-11-22,Punjab,158,2024,11,22,53
2024-11-23,Punjab,169,2024,11,23,54
2024-11-24,Punjab,109,2024,11,24,55
2024-11-25,Punjab,54,2024,11,25,56
2024-11-26,Punjab,41,2024,11,26,57
2024-11-27,Punjab,53,2024,11,27,58
2024-11-28,Punjab,38,2024,11,28,59
2024-11-29,Punjab,49,2024,11,29,60
2024-11-30,Punjab,20,2024,11,30,61
2024-10-01,Haryana,10,2024,10,1,1
2024-10-02,Haryana,24,2024,10,2,2
2024-10-03,Haryana,8,2024,10,3,3
2024-10-04,Haryana,7,2024,10,4,4
2024-10-05,Haryana,17,2024,10,5,5
2024-10-06,Haryana,40,2024,10,6,6
2024-10-07,Haryana,36,2024,10,7,7
2024-10-08,Haryana,28,2024,10,8,8
2024-10-09,Haryana,14,2024,10,9,9
2024-10-10,Haryana,39,2024,10,10,10
2024-10-11,Haryana,39,2024,10,11,11
2024-10-12,Haryana,113,2024,10,12,12
2024-10-13,Haryana,48,2024,10,13,13
2024-10-14,Haryana,9,2024,10,14,14
2024-10-15,Haryana,20,2024,10,15,15
2024-10-16,Haryana,14,2024,10,16,16
2024-10-17,Haryana,65,2024,10,17,17
2024-10-18,Haryana,40,2024,10,18,18
2024-10-19,Haryana,22,2024,10,19,19
2024-10-20,Haryana,27,2024,10,20,20
2024-10-21,Haryana,6,2024,10,21,21
2024-10-22,Haryana,29,2024,10,22,22
2024-10-23,Haryana,56,2024,10,23,23
2024-10-24,Haryana,25,2024,10,24,24
2024-10-25,Haryana,20,2024,10,25,25
2024-10-26,Haryana,13,2024,10,26,26
2024-10-27,Haryana,25,2024,10,27,27
2024-10-28,Haryana,26,2024,10,28,28
2024-10-29,Haryana,19,2024,10,29,29
2024-10-30,Haryana,13,2024,10,30,30
2024-10-31,Haryana,48,2024,10,31,31
2024-11-01,Haryana,65,2024,11,1,32
2024-11-02,Haryana,55,2024,11,2,33
2024-11-03,Haryana,0,2024,11,3,34
2024-11-04,Haryana,0,2024,11,4,35
2024-11-05,Haryana,0,2024,11,5,36
2024-11-06,Haryana,6,2024,11,6,37
2024-11-07,Haryana,38,2024,11,7,38
2024-11-08,Haryana,50,2024,11,8,39
2024-11-09,Haryana,41,2024,11,9,40
2024-11-10,Haryana,15,2024,11,10,41
2024-11-11,Haryana,30,2024,11,11,42
2024-11-12,Haryana,27,2024,11,12,43
2024-11-13,Haryana,17,2024,11,13,44
2024-11-14,Haryana,9,2024,11,14,45
2024-11-15,Haryana,17,2024,11,15,46
2024-11-16,Haryana,18,2024,11,16,47
2024-11-17,Haryana,23,2024,11,17,48
2024-11-18,Haryana,55,2024,11,18,49
2024-11-19,Haryana,52,2024,11,19,50
2024-11-20,Haryana,36,2024,11,20,51
2024-11-21,Haryana,30,2024,11,21,52
2024-11-22,Haryana,39,2024,11,22,53
2024-11-23,Haryana,89,2024,11,23,54
2024-11-24,Haryana,98,2024,11,24,55
2024-11-25,Haryana,29,2024,11,25,56
2024-11-26,Haryana,25,2024,11,26,57
2024-11-27,Haryana,29,2024,11,27,58
2024-11-28,Haryana,14,2024,11,28,59
2024-11-29,Haryana,20,2024,11,29,60
2024-11-30,Haryana,17,2024,11,30,61
2024-10-01,Delhi,1,2024,10,1,1
2024-10-02,Delhi,2,2024,10,2,2
2024-10-03,Delhi,1,2024,10,3,3
2024-10-04,Delhi,0,2024,10,4,4
2024-10-05,Delhi,1,2024,10,5,5
2024-10-06,Delhi,0,2024,10,6,6
2024-10-07,Delhi,3,2024,10,7,7
2024-10-08,Delhi,1,2024,10,8,8
2024-10-09,Delhi,0,2024,10,9,9
2024-10-10,Delhi,4,2024,10,10,10
2024-10-11,Delhi,3,2024,10,11,11
2024-10-12,Delhi,1,2024,10,12,12
2024-10-13,Delhi,0,2024,10,13,13
2024-10-14,Delhi,1,2024,10,14,14
2024-10-15,Delhi,0,2024,10,15,15
2024-10-16,Delhi,0,2024,10,16,16
2024-10-17,Delhi,1,2024,10,17,17
2024-10-18,Delhi,5,2024,10,18,18
2024-10-19,Delhi,0,2024,10,19,19
2024-10-20,Delhi,0,2024,10,20,20
2024-10-21,Delhi,1,2024,10,21,21
2024-10-22,Delhi,0,2024,10,22,22
2024-10-23,Delhi,1,2024,10,23,23
2024-10-24,Delhi,0,2024,10,24,24
2024-10-25,Delhi,1,2024,10,25,25
2024-10-26,Delhi,0,2024,10,26,26
2024-10-27,Delhi,0,2024,10,27,27
2024-10-28,Delhi,2,2024,10,28,28
2024-10-29,Delhi,0,2024,10,29,29
2024-10-30,Delhi,2,2024,10,30,30
2024-10-31,Delhi,0,2024,10,31,31
2024-11-01,Delhi,1,2024,11,1,32
2024-11-02,Delhi,5,2024,11,2,33
2024-11-03,Delhi,0,2024,11,3,34
2024-11-04,Delhi,0,2024,11,4,35
2024-11-05,Delhi,0,2024,11,5,36
2024-11-06,Delhi,0,2024,11,6,37
2024-11-07,Delhi,1,2024,11,7,38
2024-11-08,Delhi,0,2024,11,8,39
2024-11-09,Delhi,0,2024,11,9,40
2024-11-10,Delhi,0,2024,11,10,41
2024-11-11,Delhi,0,2024,11,11,42
2024-11-12,Delhi,0,2024,11,12,43
2024-11-13,Delhi,2,2024,11,13,44
2024-11-14,Delhi,0,2024,11,14,45
2024-11-15,Delhi,4,2024,11,15,46
2024-11-16,Delhi,0,2024,11,16,47
2024-11-17,Delhi,0,2024,11,17,48
2024-11-18,Delhi,4,2024,11,18,49
2024-11-19,Delhi,2,2024,11,19,50
2024-11-20,Delhi,0,2024,11,20,51
2024-11-21,Delhi,0,2024,11,21,52
2024-11-22,Delhi,0,2024,11,22,53
2024-11-23,Delhi,0,2024,11,23,54
2024-11-24,Delhi,0,2024,11,24,55
2024-11-25,Delhi,1,2024,11,25,56
2024-11-26,Delhi,0,2024,11,26,57
2024-11-27,Delhi,1,2024,11,27,58
2024-11-28,Delhi,0,2024,11,28,59
2024-11-29,Delhi,3,2024,11,29,60
2024-11-30,Delhi,0,2024,11,30,61
2024-10-01,Other,87,2024,10,1,1
2024-10-02,Other,69,2024,10,2,2
2024-10-03,Other,65,2024,10,3,3
2024-10-04,Other,57,2024,10,4,4
2024-10-05,Other,80,2024,10,5,5
2024-10-06,Other,104,2024,10,6,6
2024-10-07,Other,135,2024,10,7,7
2024-10-08,Other,66,2024,10,8,8
2024-10-09,Other,101,2024,10,9,9
2024-10-10,Other,123,2024,10,10,10
2024-10-11,Other,254,2024,10,11,11
2024-10-12,Other,327,2024,10,12,12
2024-10-13,Other,229,2024,10,13,13
2024-10-14,Other,172,2024,10,14,14
2024-10-15,Other,182,2024,10,15,15
2024-10-16,Other,222,2024,10,16,16
2024-10-17,Other,348,2024,10,17,17
2024-10-18,Other,218,2024,10,18,18
2024-10-19,Other,110,2024,10,19,19
2024-10-20,Other,114,2024,10,20,20
2024-10-21,Other,156,2024,10,21,21
2024-10-22,Other,240,2024,10,22,22
2024-10-23,Other,252,2024,10,23,23
2024-10-24,Other,138,2024,10,24,24
2024-10-25,Other,155,2024,10,25,25
2024-10-26,Other,123,2024,10,26,26
2024-10-27,Other,252,2024,10,27,27
2024-10-28,Other,237,2024,10,28,28
2024-10-29,Other,146,2024,10,29,29
2024-10-30,Other,134,2024,10,30,30
2024-10-31,Other,221,2024,10,31,31
2024-11-01,Other,372,2024,11,1,32
2024-11-02,Other,332,2024,11,2,33
2024-11-03,Other,0,2024,11,3,34
2024-11-04,Other,0,2024,11,4,35
2024-11-05,Other,0,2024,11,5,36
2024-11-06,Other,11,2024,11,6,37
2024-11-07,Other,212,2024,11,7,38
2024-11-08,Other,173,2024,11,8,39
2024-11-09,Other,62,2024,11,9,40
2024-11-10,Other,45,2024,11,10,41
2024-11-11,Other,58,2024,11,11,42
2024-11-12,Other,173,2024,11,12,43
2024-11-13,Other,93,2024,11,13,44
2024-11-14,Other,37,2024,11,14,45
2024-11-15,Other,28,2024,11,15,46
2024-11-16,Other,61,2024,11,16,47
2024-11-17,Other,408,2024,11,17,48
2024-11-18,Other,232,2024,11,18,49
2024-11-19,Other,171,2024,11,19,50
2024-11-20,Other,130,2024,11,20,51
2024-11-21,Other,120,2024,11,21,52
2024-11-22,Other,135,2024,11,22,53
2024-11-23,Other,138,2024,11,23,54
2024-11-24,Other,134,2024,11,24,55
2024-11-25,Other,51,2024,11,25,56
2024-11-26,Other,47,2024,11,26,57
2024-11-27,Other,48,2024,11,27,58
2024-11-28,Other,92,2024,11,28,59
2024-11-29,Other,112,2024,11,29,60
2024-11-30,Other,83,2024,11,30,61
