date,latitude,longitude,count,frp
2023-10-24,31.20,74.94,1,4.73
2023-10-24,31.20,75.42,1,3.56
2023-10-24,31.26,74.52,1,4.62
2023-10-24,31.26,75.00,1,3.58
2023-10-24,31.26,75.24,1,10.30
2023-10-24,31.26,75.84,1,2.59
2023-10-24,31.26,76.92,2,1.07
2023-10-24,31.32,74.52,1,6.11
2023-10-24,31.32,74.58,2,9.65
2023-10-24,31.32,74.64,1,8.98
2023-10-24,31.32,75.18,2,13.02
2023-10-24,31.38,74.82,1,3.23
2023-10-24,31.38,74.88,1,3.97
2023-10-24,31.38,75.00,2,11.94
2023-10-24,31.38,75.06,2,12.18
2023-10-24,31.38,75.18,1,7.29
2023-10-24,31.38,75.90,1,1.59
2023-10-24,31.44,74.70,1,11.25
2023-10-24,31.44,74.88,1,5.21
2023-10-24,31.44,75.00,2,14.67
2023-10-24,31.44,75.18,2,14.75
2023-10-24,31.44,75.48,1,2.48
2023-10-24,31.50,74.58,2,8.24
2023-10-24,31.50,74.64,2,5.16
2023-10-24,31.50,74.70,3,21.17
2023-10-24,31.50,74.94,1,7.46
2023-10-24,31.50,75.12,1,4.21
2023-10-24,31.50,75.48,4,17.18
2023-10-24,31.50,75.60,2,11.25
2023-10-24,31.56,74.70,3,23.98
2023-10-24,31.56,74.76,2,11.67
2023-10-24,31.56,75.00,1,4.45
2023-10-24,31.56,75.18,1,5.63
2023-10-24,31.62,74.64,1,9.92
2023-10-24,31.62,74.70,1,6.37
2023-10-24,31.62,75.18,1,7.79
2023-10-24,31.62,75.30,1,5.82
2023-10-24,31.68,74.58,1,3.45
2023-10-24,31.68,74.94,2,38.76
2023-10-24,31.68,75.18,1,3.45
2023-10-24,31.68,75.24,2,14.80
2023-10-24,31.74,74.58,1,10.62
2023-10-24,31.74,74.88,2,16.84
2023-10-24,31.74,75.06,1,5.47
2023-10-24,31.74,75.18,2,10.95
2023-10-24,31.74,75.30,1,4.58
2023-10-24,31.74,75.48,1,2.85
2023-10-24,31.74,75.54,1,2.33
2023-10-24,31.80,75.00,2,16.10
2023-10-24,31.80,75.48,2,4.51
2023-10-24,31.92,74.76,1,4.05
2023-10-24,31.92,75.06,2,9.19
2023-10-24,31.98,74.82,2,11.70
2023-10-24,31.98,74.94,1,4.32
2023-10-24,31.98,75.00,2,11.91
2023-10-24,31.98,75.12,3,25.96
2023-10-24,31.98,75.18,2,20.34
2023-10-24,32.04,74.94,2,18.47
2023-10-24,32.64,76.02,1,3.72
2023-10-24,32.64,76.08,4,34.77
2023-10-25,27.60,77.52,1,4.55
2023-10-25,27.66,76.14,1,1.60
2023-10-25,27.66,77.22,1,3.04
2023-10-25,27.72,77.52,2,4.70
2023-10-25,27.78,77.46,1,5.83
2023-10-25,27.78,77.58,1,2.25
2023-10-25,27.96,77.76,1,1.36
2023-10-25,28.02,77.40,1,6.14
2023-10-25,28.02,77.82,2,11.86
2023-10-25,28.08,77.28,1,3.23
2023-10-25,28.14,77.34,1,4.77
2023-10-25,28.20,77.28,1,3.32
2023-10-25,28.26,77.28,1,0.26
2023-10-25,28.32,77.22,1,0.84
2023-10-25,28.68,77.58,2,2.56
2023-10-25,28.74,76.92,1,2.01
2023-10-25,28.80,76.86,1,1.86
2023-10-25,28.86,77.16,2,20.80
2023-10-25,29.10,75.78,1,1.32
2023-10-25,29.10,76.92,1,3.01
2023-10-25,29.22,76.02,1,8.06
2023-10-25,29.22,76.74,1,2.73
2023-10-25,29.28,75.36,1,0.26
2023-10-25,29.28,76.02,1,5.52
2023-10-25,29.34,75.60,1,4.47
2023-10-25,29.34,76.80,1,0.70
2023-10-25,29.40,75.78,1,3.30
2023-10-25,29.40,75.90,4,20.54
2023-10-25,29.40,76.20,1,8.98
2023-10-25,29.46,74.52,1,1.34
2023-10-25,29.46,75.84,1,2.35
2023-10-25,29.46,76.56,1,5.73
2023-10-25,29.46,76.68,2,7.88
2023-10-25,29.46,76.86,1,0.56
2023-10-25,29.52,74.58,2,4.07
2023-10-25,29.52,76.26,1,8.62
2023-10-25,29.52,76.98,1,3.31
2023-10-25,29.58,74.28,1,4.57
2023-10-25,29.58,74.46,1,7.53
2023-10-25,29.58,74.52,1,4.69
2023-10-25,29.58,75.78,1,2.90
2023-10-25,29.58,75.84,1,4.97
2023-10-25,29.58,76.86,1,3.34
2023-10-25,29.58,77.04,1,2.59
2023-10-25,29.64,74.52,1,1.83
2023-10-25,29.64,74.58,3,7.90
2023-10-25,29.64,75.24,1,7.38
2023-10-25,29.64,75.48,2,7.34
2023-10-25,29.64,75.78,1,1.33
2023-10-25,29.64,75.90,2,7.04
2023-10-25,29.64,75.96,1,3.09
2023-10-25,29.64,76.44,1,5.30
2023-10-25,29.70,75.90,1,4.40
2023-10-25,29.70,75.96,2,8.82
2023-10-25,29.76,75.30,4,20.55
2023-10-25,29.76,75.36,2,16.48
2023-10-25,29.76,75.90,1,3.62
2023-10-25,29.76,75.96,1,5.30
2023-10-25,29.82,74.94,1,3.81
2023-10-25,29.82,75.18,3,14.91
2023-10-25,29.82,75.24,5,32.54
2023-10-25,29.82,75.30,1,3.16
2023-10-25,29.82,75.36,1,13.90
2023-10-25,29.82,75.66,1,3.23
2023-10-25,29.82,75.72,1,9.09
2023-10-25,29.82,75.84,1,6.03
2023-10-25,29.82,76.02,4,14.85
2023-10-25,29.82,78.06,2,4.42
2023-10-25,29.88,74.94,1,0.56
2023-10-25,29.88,75.06,1,2.27
2023-10-25,29.88,75.24,1,1.75
2023-10-25,29.88,75.30,1,3.79
2023-10-25,29.88,75.36,1,2.44
2023-10-25,29.88,75.42,1,4.60
2023-10-25,29.88,75.60,1,3.72
2023-10-25,29.88,75.66,1,6.80
2023-10-25,29.88,75.84,5,145.62
2023-10-25,29.88,75.90,1,3.54
2023-10-25,29.88,76.02,1,4.46
2023-10-25,29.88,76.08,1,15.94
2023-10-25,29.88,76.20,1,5.90
2023-10-25,29.94,75.36,4,12.71
2023-10-25,29.94,75.42,1,3.24
2023-10-25,29.94,75.60,1,10.65
2023-10-25,29.94,75.66,1,4.08
2023-10-25,29.94,75.72,1,3.46
2023-10-25,29.94,76.02,2,18.10
2023-10-25,29.94,76.08,4,14.92
2023-10-25,29.94,76.14,2,13.39
2023-10-25,29.94,76.32,1,9.79
2023-10-25,29.94,76.44,1,4.03
2023-10-25,29.94,76.68,3,7.57
2023-10-25,29.94,76.74,3,15.70
2023-10-25,29.94,76.86,1,3.80
2023-10-25,30.00,76.02,1,4.96
2023-10-25,30.00,76.26,1,3.52
2023-10-25,30.00,76.32,1,8.65
2023-10-25,30.00,76.56,1,2.30
2023-10-25,30.00,76.80,1,3.51
2023-10-25,30.06,75.72,1,35.55
2023-10-25,30.06,75.84,1,4.39
2023-10-25,30.06,76.56,1,6.84
2023-10-25,30.06,77.16,1,2.49
2023-10-25,30.12,75.42,1,8.16
2023-10-25,30.12,75.60,2,7.43
2023-10-25,30.12,75.78,2,4.58
2023-10-25,30.12,76.56,3,16.23
2023-10-25,30.12,76.62,1,4.43
2023-10-25,30.18,75.60,2,9.64
2023-10-25,30.18,76.26,2,6.19
2023-10-25,30.18,76.38,1,2.71
2023-10-25,30.18,76.62,1,3.73
2023-10-25,30.18,76.68,1,3.52
2023-10-25,30.18,76.80,1,3.01
2023-10-25,30.18,76.92,2,6.05
2023-10-25,30.24,74.40,1,3.37
2023-10-25,30.24,75.78,1,5.33
2023-10-25,30.24,76.02,2,8.43
2023-10-25,30.24,76.20,1,1.80
2023-10-25,30.24,76.32,1,6.55
2023-10-25,30.24,76.50,2,10.52
2023-10-25,30.24,76.56,1,5.42
2023-10-25,30.24,76.62,1,4.69
2023-10-25,30.24,76.80,2,17.74
2023-10-25,30.30,74.34,1,3.55
2023-10-25,30.30,74.52,1,5.28
2023-10-25,30.30,75.30,1,4.57
2023-10-25,30.30,75.96,1,6.41
2023-10-25,30.30,76.08,1,4.57
2023-10-25,30.30,76.14,1,7.37
2023-10-25,30.30,76.44,1,8.46
2023-10-25,30.30,76.50,3,10.81
2023-10-25,30.30,76.56,3,9.16
2023-10-25,30.30,76.68,2,12.09
2023-10-25,30.30,77.16,1,2.34
2023-10-25,30.36,76.20,1,7.11
2023-10-25,30.36,76.26,1,3.25
2023-10-25,30.36,76.50,1,2.54
2023-10-25,30.36,76.62,1,3.20
2023-10-25,30.36,76.74,2,9.66
2023-10-25,30.36,77.16,2,9.59
2023-10-25,30.42,73.98,2,7.43
2023-10-25,30.42,76.08,2,44.09
2023-10-25,30.42,76.44,1,1.84
2023-10-25,30.42,76.56,2,22.67
2023-10-25,30.42,76.62,1,2.45
2023-10-25,30.42,76.68,2,9.98
2023-10-25,30.48,74.28,2,12.41
2023-10-25,30.48,74.52,1,2.36
2023-10-25,30.48,74.88,2,5.86
2023-10-25,30.48,75.54,1,2.32
2023-10-25,30.48,76.74,1,2.43
2023-10-25,30.54,75.24,1,3.77
2023-10-25,30.54,75.30,1,6.05
2023-10-25,30.54,75.36,1,12.40
2023-10-25,30.54,75.96,1,5.94
2023-10-25,30.54,76.50,3,12.63
2023-10-25,30.54,76.62,2,7.48
2023-10-25,30.54,76.74,2,7.78
2023-10-25,30.54,76.86,1,3.34
2023-10-25,30.60,74.16,1,2.47
2023-10-25,30.60,74.70,2,47.50
2023-10-25,30.60,74.82,1,6.12
2023-10-25,30.60,76.38,1,2.30
2023-10-25,30.60,76.50,5,44.04
2023-10-25,30.60,76.56,1,1.99
2023-10-25,30.60,76.62,2,5.10
2023-10-25,30.60,76.68,1,1.76
2023-10-25,30.66,74.22,1,5.35
2023-10-25,30.66,74.34,2,7.71
2023-10-25,30.66,74.70,1,2.43
2023-10-25,30.66,75.30,1,4.66
2023-10-25,30.66,75.90,1,13.14
2023-10-25,30.66,76.14,1,6.90
2023-10-25,30.66,76.44,2,9.47
2023-10-25,30.66,76.50,2,5.17
2023-10-25,30.66,76.56,2,5.38
2023-10-25,30.72,74.28,1,1.71
2023-10-25,30.72,74.46,1,13.48
2023-10-25,30.72,74.58,1,2.42
2023-10-25,30.72,75.30,2,20.54
2023-10-25,30.72,75.36,1,7.86
2023-10-25,30.72,75.54,3,14.74
2023-10-25,30.72,76.32,1,13.49
2023-10-25,30.72,76.38,2,6.60
2023-10-25,30.72,76.44,1,9.49
2023-10-25,30.72,76.50,1,1.70
2023-10-25,30.72,76.56,1,2.37
2023-10-25,30.78,74.34,3,10.25
2023-10-25,30.78,74.40,1,2.54
2023-10-25,30.78,74.46,1,11.83
2023-10-25,30.78,74.52,3,42.92
2023-10-25,30.78,74.58,1,13.95
2023-10-25,30.78,75.18,1,6.38
2023-10-25,30.78,75.24,2,14.48
2023-10-25,30.78,75.30,1,3.05
2023-10-25,30.78,75.48,1,21.26
2023-10-25,30.78,75.54,1,3.18
2023-10-25,30.78,75.60,1,2.73
2023-10-25,30.78,76.14,1,5.48
2023-10-25,30.78,76.26,1,3.77
2023-10-25,30.78,76.38,2,7.73
2023-10-25,30.78,76.44,1,12.42
2023-10-25,30.78,76.62,1,3.75
2023-10-25,30.78,77.40,1,3.75
2023-10-25,30.84,74.34,1,4.80
2023-10-25,30.84,74.52,3,12.07
2023-10-25,30.84,74.58,1,2.70
2023-10-25,30.84,74.70,1,13.63
2023-10-25,30.84,74.88,1,5.15
2023-10-25,30.84,75.24,2,6.32
2023-10-25,30.84,75.30,1,9.43
2023-10-25,30.84,75.42,1,10.82
2023-10-25,30.84,76.08,1,7.47
2023-10-25,30.90,74.40,1,2.60
2023-10-25,30.90,74.46,1,4.38
2023-10-25,30.90,74.52,1,2.79
2023-10-25,30.90,74.70,1,2.96
2023-10-25,30.90,75.36,1,17.43
2023-10-25,30.90,75.42,2,13.15
2023-10-25,30.90,75.54,1,2.57
2023-10-25,30.90,76.02,1,0.45
2023-10-25,30.90,76.50,1,3.60
2023-10-25,30.96,74.46,2,7.41
2023-10-25,30.96,74.52,2,6.22
2023-10-25,30.96,74.70,3,21.04
2023-10-25,30.96,74.82,2,4.70
2023-10-25,30.96,74.88,1,3.04
2023-10-25,30.96,75.36,1,19.89
2023-10-25,30.96,75.48,1,8.10
2023-10-25,30.96,76.56,2,9.17
2023-10-25,31.02,74.58,1,2.04
2023-10-25,31.02,74.64,1,4.26
2023-10-25,31.02,74.70,1,5.20
2023-10-25,31.02,74.88,4,27.48
2023-10-25,31.02,75.24,1,4.72
2023-10-25,31.08,74.58,1,2.14
2023-10-25,31.08,75.00,1,3.70
2023-10-25,31.08,75.06,1,7.40
2023-10-25,31.08,75.18,1,4.65
2023-10-25,31.08,75.24,1,3.58
2023-10-25,31.08,75.30,1,3.51
2023-10-25,31.08,75.54,1,14.62
2023-10-25,31.14,75.24,3,36.34
2023-10-25,31.20,74.52,2,7.78
2023-10-25,31.20,74.70,1,3.37
2023-10-25,31.20,75.12,2,8.07
2023-10-25,31.20,75.18,1,7.79
2023-10-25,31.26,74.58,2,12.19
2023-10-25,31.26,74.70,2,11.45
2023-10-25,31.26,74.76,3,17.25
2023-10-25,31.26,75.24,1,1.20
2023-10-25,31.26,75.30,1,3.11
2023-10-25,31.26,75.36,1,3.91
2023-10-25,31.26,76.92,1,0.73
2023-10-25,31.32,74.64,1,2.62
2023-10-25,31.32,75.18,2,11.00
2023-10-25,31.32,75.24,1,2.13
2023-10-25,31.32,76.08,1,3.46
2023-10-25,31.32,76.92,1,0.69
2023-10-25,31.32,77.46,1,0.87
2023-10-25,31.38,74.64,1,5.75
2023-10-25,31.38,75.24,1,5.11
2023-10-25,31.38,75.30,1,3.09
2023-10-25,31.44,75.00,1,3.02
2023-10-25,31.44,75.06,1,7.60
2023-10-25,31.44,75.18,1,3.25
2023-10-25,31.50,74.58,2,19.02
2023-10-25,31.50,74.64,1,12.62
2023-10-25,31.50,74.70,1,7.51
2023-10-25,31.50,74.76,2,7.32
2023-10-25,31.50,74.88,3,10.19
2023-10-25,31.50,75.00,1,2.72
2023-10-25,31.50,75.12,1,4.52
2023-10-25,31.50,75.36,1,6.24
2023-10-25,31.56,74.64,2,7.81
2023-10-25,31.56,74.70,3,9.03
2023-10-25,31.56,74.82,2,9.87
2023-10-25,31.56,75.18,1,3.56
2023-10-25,31.56,75.30,1,2.91
2023-10-25,31.56,75.54,1,3.35
2023-10-25,31.62,74.58,1,3.64
2023-10-25,31.62,74.64,2,10.03
2023-10-25,31.62,74.70,1,3.45
2023-10-25,31.62,74.76,2,9.91
2023-10-25,31.62,75.24,2,9.88
2023-10-25,31.68,74.52,1,3.38
2023-10-25,31.68,74.70,1,3.11
2023-10-25,31.68,75.06,1,6.60
2023-10-25,31.68,75.18,4,15.18
2023-10-25,31.68,75.30,4,18.60
2023-10-25,31.74,74.52,1,4.63
2023-10-25,31.74,74.58,1,3.61
2023-10-25,31.74,74.64,2,17.48
2023-10-25,31.74,74.88,2,21.83
2023-10-25,31.74,74.94,3,12.16
2023-10-25,31.74,75.06,3,14.78
2023-10-25,31.74,75.12,2,11.05
2023-10-25,31.80,74.58,1,3.12
2023-10-25,31.80,74.70,2,7.12
2023-10-25,31.80,74.76,1,5.79
2023-10-25,31.80,74.88,1,2.90
2023-10-25,31.80,74.94,2,11.67
2023-10-25,31.80,75.06,2,7.62
2023-10-25,31.86,74.70,1,11.26
2023-10-25,31.86,74.76,1,2.90
2023-10-25,31.86,74.88,1,3.87
2023-10-25,31.86,74.94,1,2.76
2023-10-25,31.92,74.88,1,4.08
2023-10-25,31.92,74.94,1,2.99
2023-10-25,31.92,75.12,1,2.83
2023-10-25,31.98,74.88,4,49.38
2023-10-25,31.98,75.00,1,11.44
2023-10-25,31.98,75.06,1,7.27
2023-10-26,27.48,77.58,1,1.95
2023-10-26,27.60,77.52,1,4.23
2023-10-26,27.66,77.52,1,1.79
2023-10-26,27.72,77.52,1,2.17
2023-10-26,27.72,77.58,2,13.93
2023-10-26,27.78,77.34,1,2.89
2023-10-26,27.78,77.40,2,5.11
2023-10-26,27.96,77.46,1,1.41
2023-10-26,28.02,77.46,1,2.71
2023-10-26,28.02,77.58,1,7.67
2023-10-26,28.08,76.44,1,3.48
2023-10-26,28.08,77.40,1,1.84
2023-10-26,28.08,77.88,1,0.63
2023-10-26,28.32,76.74,1,91.87
2023-10-26,28.32,77.16,1,0.98
2023-10-26,28.44,78.72,1,2.20
2023-10-26,28.50,76.44,1,3.49
2023-10-26,28.50,76.92,2,7.12
2023-10-26,28.50,77.10,1,0.51
2023-10-26,28.68,75.60,1,2.91
2023-10-26,28.74,76.62,1,3.07
2023-10-26,28.74,76.80,1,2.20
2023-10-26,28.86,76.62,2,3.95
2023-10-26,28.92,76.02,1,1.52
2023-10-26,28.92,76.44,1,0.98
2023-10-26,28.98,76.56,1,2.66
2023-10-26,29.04,77.82,1,1.55
2023-10-26,29.10,75.78,1,1.42
2023-10-26,29.16,76.02,1,1.95
2023-10-26,29.16,76.62,1,2.71
2023-10-26,29.16,76.74,1,6.70
2023-10-26,29.16,77.10,1,1.96
2023-10-26,29.22,76.56,1,2.13
2023-10-26,29.22,76.80,1,3.26
2023-10-26,29.22,76.86,1,2.07
2023-10-26,29.28,75.42,2,5.94
2023-10-26,29.28,75.54,1,3.16
2023-10-26,29.28,76.02,1,1.17
2023-10-26,29.34,73.50,27,174.14
2023-10-26,29.34,73.56,15,112.41
2023-10-26,29.34,76.02,1,2.18
2023-10-26,29.40,75.96,1,1.09
2023-10-26,29.40,76.02,1,1.03
2023-10-26,29.40,76.98,1,2.51
2023-10-26,29.46,75.18,1,4.33
2023-10-26,29.46,75.54,1,2.31
2023-10-26,29.46,75.72,1,5.39
2023-10-26,29.46,75.84,1,1.30
2023-10-26,29.46,75.96,2,6.31
2023-10-26,29.46,76.14,2,5.89
2023-10-26,29.46,76.32,1,1.59
2023-10-26,29.46,76.56,1,3.96
2023-10-26,29.46,76.86,1,2.01
2023-10-26,29.52,74.28,1,1.51
2023-10-26,29.52,74.58,2,6.13
2023-10-26,29.52,75.30,1,4.95
2023-10-26,29.52,75.36,1,1.94
2023-10-26,29.52,75.66,1,3.97
2023-10-26,29.52,75.72,1,21.61
2023-10-26,29.52,75.78,1,1.88
2023-10-26,29.52,75.90,1,1.43
2023-10-26,29.52,76.20,1,6.49
2023-10-26,29.52,76.32,1,3.38
2023-10-26,29.58,74.46,1,2.28
2023-10-26,29.58,77.04,1,2.21
2023-10-26,29.64,74.46,1,2.34
2023-10-26,29.64,74.58,2,7.06
2023-10-26,29.64,75.30,2,5.10
2023-10-26,29.64,75.78,2,2.82
2023-10-26,29.64,75.90,1,13.55
2023-10-26,29.64,76.32,1,3.58
2023-10-26,29.70,74.34,3,8.83
2023-10-26,29.70,75.00,2,6.37
2023-10-26,29.70,75.18,1,6.10
2023-10-26,29.70,75.24,1,4.51
2023-10-26,29.70,75.36,1,2.30
2023-10-26,29.70,75.42,1,6.44
2023-10-26,29.70,75.84,2,8.19
2023-10-26,29.70,75.96,1,2.06
2023-10-26,29.70,76.38,1,2.36
2023-10-26,29.70,77.28,2,4.50
2023-10-26,29.70,77.40,1,1.82
2023-10-26,29.76,75.30,2,13.87
2023-10-26,29.76,75.66,2,16.03
2023-10-26,29.76,75.72,2,17.34
2023-10-26,29.76,75.78,1,7.42
2023-10-26,29.76,75.90,3,13.11
2023-10-26,29.76,75.96,2,7.30
2023-10-26,29.76,76.02,2,8.05
2023-10-26,29.76,76.26,1,1.56
2023-10-26,29.76,76.32,1,3.81
2023-10-26,29.76,76.50,1,3.24
2023-10-26,29.82,75.06,1,9.48
2023-10-26,29.82,75.18,2,8.54
2023-10-26,29.82,75.24,6,26.55
2023-10-26,29.82,75.30,2,4.72
2023-10-26,29.82,75.36,2,14.92
2023-10-26,29.82,75.48,1,4.98
2023-10-26,29.82,75.54,1,3.82
2023-10-26,29.82,75.60,1,2.00
2023-10-26,29.82,75.78,2,67.83
2023-10-26,29.82,75.84,1,7.65
2023-10-26,29.82,76.02,2,26.37
2023-10-26,29.82,76.08,1,9.27
2023-10-26,29.82,76.14,1,6.49
2023-10-26,29.88,74.94,2,14.31
2023-10-26,29.88,75.06,2,9.26
2023-10-26,29.88,75.18,1,1.91
2023-10-26,29.88,75.30,2,8.75
2023-10-26,29.88,75.78,2,6.58
2023-10-26,29.88,75.84,3,6.19
2023-10-26,29.88,76.20,4,15.67
2023-10-26,29.88,76.32,1,2.41
2023-10-26,29.88,76.50,1,8.42
2023-10-26,29.94,75.36,2,7.27
2023-10-26,29.94,75.42,1,5.46
2023-10-26,29.94,75.54,3,10.57
2023-10-26,29.94,75.66,1,1.66
2023-10-26,29.94,75.90,1,9.35
2023-10-26,29.94,75.96,1,3.58
2023-10-26,29.94,76.02,2,4.08
2023-10-26,29.94,76.08,1,7.83
2023-10-26,29.94,76.14,2,28.46
2023-10-26,29.94,76.20,1,9.13
2023-10-26,29.94,76.44,1,2.67
2023-10-26,29.94,76.68,1,0.75
2023-10-26,29.94,76.74,2,5.26
2023-10-26,29.94,77.22,2,4.55
2023-10-26,30.00,74.88,1,4.53
2023-10-26,30.00,74.94,3,7.47
2023-10-26,30.00,75.42,1,3.44
2023-10-26,30.00,75.48,1,10.38
2023-10-26,30.00,75.60,1,3.71
2023-10-26,30.00,75.72,2,7.10
2023-10-26,30.00,75.78,1,3.02
2023-10-26,30.00,75.84,1,4.96
2023-10-26,30.00,75.96,7,28.97
2023-10-26,30.00,76.08,1,2.25
2023-10-26,30.00,76.14,2,9.42
2023-10-26,30.06,75.66,5,15.16
2023-10-26,30.06,75.72,2,46.83
2023-10-26,30.06,75.78,2,4.61
2023-10-26,30.06,75.84,4,74.09
2023-10-26,30.06,75.96,2,11.82
2023-10-26,30.06,76.02,1,3.59
2023-10-26,30.06,76.14,1,4.54
2023-10-26,30.06,76.44,3,8.67
2023-10-26,30.06,76.62,1,3.41
2023-10-26,30.06,77.04,1,4.32
2023-10-26,30.12,74.52,1,5.11
2023-10-26,30.12,75.12,1,2.32
2023-10-26,30.12,75.18,1,5.86
2023-10-26,30.12,75.24,1,7.42
2023-10-26,30.12,75.60,3,7.51
2023-10-26,30.12,75.66,2,10.03
2023-10-26,30.12,75.72,1,6.28
2023-10-26,30.12,75.78,2,8.93
2023-10-26,30.12,76.20,1,9.97
2023-10-26,30.12,76.44,3,17.68
2023-10-26,30.12,76.50,1,2.86
2023-10-26,30.12,76.56,1,3.24
2023-10-26,30.12,76.62,2,17.88
2023-10-26,30.12,76.68,3,8.46
2023-10-26,30.12,76.74,2,5.74
2023-10-26,30.12,76.80,1,3.26
2023-10-26,30.12,76.98,1,1.81
2023-10-26,30.18,74.40,1,2.47
2023-10-26,30.18,74.64,1,2.72
2023-10-26,30.18,75.18,1,1.16
2023-10-26,30.18,75.30,1,2.58
2023-10-26,30.18,75.54,1,2.70
2023-10-26,30.18,75.60,1,5.23
2023-10-26,30.18,75.72,1,2.54
2023-10-26,30.18,75.90,2,6.30
2023-10-26,30.18,76.02,1,2.85
2023-10-26,30.18,76.08,4,14.22
2023-10-26,30.18,76.14,2,7.55
2023-10-26,30.18,76.20,1,4.95
2023-10-26,30.18,76.26,3,13.84
2023-10-26,30.18,76.32,2,4.85
2023-10-26,30.18,76.38,3,35.19
2023-10-26,30.18,76.44,2,4.08
2023-10-26,30.18,76.50,2,12.60
2023-10-26,30.18,76.56,3,17.63
2023-10-26,30.18,76.62,2,11.90
2023-10-26,30.18,76.68,1,2.20
2023-10-26,30.18,76.98,1,1.09
2023-10-26,30.18,77.22,1,1.78
2023-10-26,30.24,74.58,2,37.58
2023-10-26,30.24,75.78,1,3.69
2023-10-26,30.24,75.96,1,2.46
2023-10-26,30.24,76.02,1,4.59
2023-10-26,30.24,76.08,3,20.23
2023-10-26,30.24,76.14,1,5.87
2023-10-26,30.24,76.20,2,42.58
2023-10-26,30.24,76.26,1,2.05
2023-10-26,30.24,76.50,5,49.74
2023-10-26,30.24,76.56,2,10.62
2023-10-26,30.24,76.62,1,3.02
2023-10-26,30.24,77.22,1,1.92
2023-10-26,30.24,77.34,1,3.99
2023-10-26,30.30,75.06,1,21.29
2023-10-26,30.30,75.30,2,12.84
2023-10-26,30.30,75.54,1,3.73
2023-10-26,30.30,76.08,1,4.67
2023-10-26,30.30,76.14,1,3.14
2023-10-26,30.30,76.20,2,7.74
2023-10-26,30.30,76.26,2,7.72
2023-10-26,30.30,76.50,3,11.07
2023-10-26,30.30,76.56,2,9.94
2023-10-26,30.30,76.68,1,4.28
2023-10-26,30.30,76.74,1,2.21
2023-10-26,30.30,76.92,1,3.53
2023-10-26,30.30,77.04,2,33.88
2023-10-26,30.30,77.10,1,2.83
2023-10-26,30.36,73.98,1,3.25
2023-10-26,30.36,75.84,1,2.02
2023-10-26,30.36,75.96,2,11.94
2023-10-26,30.36,76.02,1,2.79
2023-10-26,30.36,76.08,2,5.95
2023-10-26,30.36,76.14,2,11.49
2023-10-26,30.36,76.44,1,2.67
2023-10-26,30.36,76.50,1,5.75
2023-10-26,30.36,76.56,2,10.13
2023-10-26,30.36,76.68,1,2.47
2023-10-26,30.36,76.92,2,8.49
2023-10-26,30.36,77.34,1,1.59
2023-10-26,30.42,75.18,2,6.32
2023-10-26,30.42,75.78,1,3.65
2023-10-26,30.42,75.84,1,3.79
2023-10-26,30.42,75.96,1,4.57
2023-10-26,30.42,76.08,1,1.76
2023-10-26,30.42,76.32,1,3.46
2023-10-26,30.42,76.50,1,2.08
2023-10-26,30.42,76.56,5,16.82
2023-10-26,30.42,76.62,4,15.03
2023-10-26,30.42,76.68,1,2.32
2023-10-26,30.42,76.80,1,1.44
2023-10-26,30.42,77.22,1,5.18
2023-10-26,30.48,75.96,1,1.91
2023-10-26,30.48,76.14,1,3.03
2023-10-26,30.48,76.38,1,6.73
2023-10-26,30.48,76.50,1,1.14
2023-10-26,30.48,76.56,1,14.34
2023-10-26,30.48,76.62,1,1.26
2023-10-26,30.48,76.68,1,4.89
2023-10-26,30.48,76.80,1,1.96
2023-10-26,30.54,74.10,1,2.04
2023-10-26,30.54,75.12,1,1.58
2023-10-26,30.54,75.24,1,2.84
2023-10-26,30.54,75.36,1,2.13
2023-10-26,30.54,75.54,2,4.35
2023-10-26,30.54,76.38,1,4.36
2023-10-26,30.54,76.50,1,4.02
2023-10-26,30.54,76.56,2,7.08
2023-10-26,30.54,76.62,1,2.87
2023-10-26,30.54,76.68,3,14.99
2023-10-26,30.54,76.74,1,9.07
2023-10-26,30.54,76.80,5,10.37
2023-10-26,30.60,74.22,1,14.82
2023-10-26,30.60,74.34,1,7.14
2023-10-26,30.60,74.46,2,10.72
2023-10-26,30.60,74.94,1,16.06
2023-10-26,30.60,75.06,1,2.99
2023-10-26,30.60,75.18,1,1.86
2023-10-26,30.60,75.30,1,5.73
2023-10-26,30.60,75.36,2,15.28
2023-10-26,30.60,75.66,1,3.05
2023-10-26,30.60,76.20,2,11.07
2023-10-26,30.60,76.32,1,4.63
2023-10-26,30.60,76.44,1,2.12
2023-10-26,30.60,76.50,2,7.64
2023-10-26,30.60,76.62,2,10.55
2023-10-26,30.60,76.68,1,5.33
2023-10-26,30.66,74.40,1,9.55
2023-10-26,30.66,74.46,3,33.83
2023-10-26,30.66,74.52,1,1.73
2023-10-26,30.66,75.18,2,6.14
2023-10-26,30.66,75.24,2,6.41
2023-10-26,30.66,75.30,2,9.92
2023-10-26,30.66,75.72,1,4.83
2023-10-26,30.66,75.90,1,5.89
2023-10-26,30.66,76.38,1,2.61
2023-10-26,30.66,76.44,4,33.33
2023-10-26,30.66,76.50,4,10.94
2023-10-26,30.66,76.74,1,2.29
2023-10-26,30.72,74.28,2,7.47
2023-10-26,30.72,74.34,1,4.37
2023-10-26,30.72,74.40,1,4.62
2023-10-26,30.72,74.70,2,4.36
2023-10-26,30.72,75.24,1,1.93
